4         Threads
1         Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          569.39          ---          ---      1.32200        54.49 
Gets         5687.60      5687.60         0.00      0.56700       533.21 
Waits           0.00          ---          ---      0.00000          --- 
Totals       6256.98      5687.60         0.00      0.63600       587.70 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.610         0.03
SET       0.650         0.08
SET       0.660         0.11
SET       0.670         0.16
SET       0.680         0.22
SET       0.690         0.33
SET       0.700         0.60
SET       0.710         0.88
SET       0.720         1.10
SET       0.730         1.57
SET       0.740         2.01
SET       0.750         2.47
SET       0.760         3.08
SET       0.770         3.85
SET       0.780         4.51
SET       0.790         5.22
SET       0.800         6.29
SET       0.810         7.12
SET       0.820         8.32
SET       0.830         9.37
SET       0.840        10.47
SET       0.850        11.90
SET       0.860        13.38
SET       0.870        14.45
SET       0.880        15.71
SET       0.890        17.23
SET       0.900        18.49
SET       0.910        20.22
SET       0.920        21.54
SET       0.930        22.99
SET       0.940        24.51
SET       0.950        25.96
SET       0.960        27.14
SET       0.970        28.68
SET       0.980        29.86
SET       0.990        31.07
SET       1.000        36.59
SET       1.100        42.88
SET       1.200        50.05
SET       1.300        60.47
SET       1.400        69.45
SET       1.500        76.13
SET       1.600        80.30
SET       1.700        83.63
SET       1.800        86.70
SET       1.900        89.15
SET       2.000        91.92
SET       2.100        93.71
SET       2.200        95.41
SET       2.300        96.51
SET       2.400        97.12
SET       2.500        97.77
SET       2.600        98.21
SET       2.700        98.60
SET       2.800        98.82
SET       2.900        99.04
SET       3.000        99.18
SET       3.100        99.34
SET       3.200        99.45
SET       3.300        99.51
SET       3.400        99.53
SET       3.500        99.67
SET       3.600        99.73
SET       3.700        99.75
SET       3.800        99.84
SET       3.900        99.92
SET       4.000        99.97
SET       5.400       100.00
---
GET       0.130         0.01
GET       0.140         0.08
GET       0.150         0.10
GET       0.160         0.12
GET       0.170         0.17
GET       0.180         0.32
GET       0.190         0.70
GET       0.200         1.38
GET       0.210         2.64
GET       0.220         4.43
GET       0.230         6.61
GET       0.240         9.10
GET       0.250        11.64
GET       0.260        14.08
GET       0.270        16.88
GET       0.280        19.77
GET       0.290        22.70
GET       0.300        25.68
GET       0.310        28.45
GET       0.320        31.44
GET       0.330        34.35
GET       0.340        37.09
GET       0.350        39.99
GET       0.360        42.76
GET       0.370        45.35
GET       0.380        47.95
GET       0.390        50.22
GET       0.400        52.47
GET       0.410        54.44
GET       0.420        56.22
GET       0.430        58.08
GET       0.440        59.65
GET       0.450        61.06
GET       0.460        62.27
GET       0.470        63.50
GET       0.480        64.52
GET       0.490        65.58
GET       0.500        66.48
GET       0.510        67.39
GET       0.520        68.15
GET       0.530        68.83
GET       0.540        69.47
GET       0.550        70.12
GET       0.560        70.81
GET       0.570        71.37
GET       0.580        71.91
GET       0.590        72.37
GET       0.600        72.86
GET       0.610        73.33
GET       0.620        73.76
GET       0.630        74.16
GET       0.640        74.52
GET       0.650        74.90
GET       0.660        75.21
GET       0.670        75.51
GET       0.680        75.89
GET       0.690        76.21
GET       0.700        76.56
GET       0.710        76.90
GET       0.720        77.23
GET       0.730        77.52
GET       0.740        77.85
GET       0.750        78.14
GET       0.760        78.40
GET       0.770        78.67
GET       0.780        78.94
GET       0.790        79.21
GET       0.800        79.49
GET       0.810        79.80
GET       0.820        80.10
GET       0.830        80.38
GET       0.840        80.64
GET       0.850        80.90
GET       0.860        81.18
GET       0.870        81.48
GET       0.880        81.77
GET       0.890        82.04
GET       0.900        82.34
GET       0.910        82.60
GET       0.920        82.92
GET       0.930        83.19
GET       0.940        83.47
GET       0.950        83.75
GET       0.960        84.00
GET       0.970        84.27
GET       0.980        84.52
GET       0.990        84.76
GET       1.000        86.09
GET       1.100        88.22
GET       1.200        90.67
GET       1.300        93.08
GET       1.400        95.12
GET       1.500        96.37
GET       1.600        97.15
GET       1.700        97.68
GET       1.800        98.11
GET       1.900        98.51
GET       2.000        98.89
GET       2.100        99.16
GET       2.200        99.39
GET       2.300        99.54
GET       2.400        99.66
GET       2.500        99.76
GET       2.600        99.81
GET       2.700        99.84
GET       2.800        99.85
GET       2.900        99.87
GET       3.000        99.89
GET       3.100        99.91
GET       3.200        99.93
GET       3.300        99.93
GET       3.400        99.94
GET       3.500        99.96
GET       3.600        99.97
GET       3.800        99.97
GET       3.900        99.98
GET       4.000        99.98
GET       4.400        99.99
GET       4.500        99.99
GET       4.800        99.99
GET       5.400        99.99
GET       5.500       100.00
GET       5.900       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          491.14          ---          ---      1.59800        47.00 
Gets         4906.04      4906.04         0.00      0.64000       459.94 
Waits           0.00          ---          ---      0.00000          --- 
Totals       5397.19      4906.04         0.00      0.72700       506.95 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.650         0.11
SET       0.660         0.16
SET       0.680         0.22
SET       0.690         0.27
SET       0.700         0.47
SET       0.710         0.52
SET       0.720         0.69
SET       0.730         0.96
SET       0.740         1.21
SET       0.750         1.46
SET       0.760         1.79
SET       0.770         2.31
SET       0.780         2.75
SET       0.790         3.16
SET       0.800         3.74
SET       0.810         4.26
SET       0.820         5.08
SET       0.830         5.60
SET       0.840         6.51
SET       0.850         7.55
SET       0.860         8.46
SET       0.870         9.59
SET       0.880        10.71
SET       0.890        11.32
SET       0.900        12.50
SET       0.910        13.68
SET       0.920        14.51
SET       0.930        15.91
SET       0.940        16.79
SET       0.950        17.80
SET       0.960        18.96
SET       0.970        19.97
SET       0.980        21.26
SET       0.990        22.17
SET       1.000        27.47
SET       1.100        34.78
SET       1.200        40.74
SET       1.300        49.04
SET       1.400        56.70
SET       1.500        63.41
SET       1.600        68.54
SET       1.700        72.66
SET       1.800        75.38
SET       1.900        78.10
SET       2.000        80.41
SET       2.100        82.61
SET       2.200        84.78
SET       2.300        86.35
SET       2.400        87.55
SET       2.500        88.63
SET       2.600        89.51
SET       2.700        90.03
SET       2.800        90.66
SET       2.900        91.68
SET       3.000        92.50
SET       3.100        93.60
SET       3.200        94.64
SET       3.300        95.36
SET       3.400        95.96
SET       3.500        96.43
SET       3.600        97.01
SET       3.700        97.20
SET       3.800        97.69
SET       3.900        97.97
SET       4.000        98.24
SET       4.100        98.46
SET       4.200        98.68
SET       4.300        98.98
SET       4.400        99.15
SET       4.500        99.23
SET       4.600        99.26
SET       4.700        99.31
SET       4.800        99.40
SET       4.900        99.45
SET       5.000        99.51
SET       5.200        99.59
SET       5.300        99.62
SET       5.500        99.67
SET       5.700        99.70
SET       6.000        99.73
SET       6.100        99.75
SET       6.200        99.78
SET       7.100        99.81
SET       7.200        99.84
SET       7.300        99.86
SET       8.200        99.89
SET       9.200        99.92
SET       9.600        99.95
SET      13.000        99.97
SET      18.000       100.00
---
GET       0.130         0.00
GET       0.140         0.02
GET       0.150         0.02
GET       0.160         0.05
GET       0.170         0.10
GET       0.180         0.26
GET       0.190         0.52
GET       0.200         1.09
GET       0.210         1.96
GET       0.220         3.33
GET       0.230         5.09
GET       0.240         6.94
GET       0.250         8.92
GET       0.260        11.06
GET       0.270        13.25
GET       0.280        15.49
GET       0.290        17.99
GET       0.300        20.39
GET       0.310        22.95
GET       0.320        25.42
GET       0.330        28.02
GET       0.340        30.64
GET       0.350        33.12
GET       0.360        35.59
GET       0.370        38.13
GET       0.380        40.53
GET       0.390        42.74
GET       0.400        45.06
GET       0.410        47.22
GET       0.420        49.16
GET       0.430        51.12
GET       0.440        52.96
GET       0.450        54.71
GET       0.460        56.28
GET       0.470        57.85
GET       0.480        59.18
GET       0.490        60.58
GET       0.500        61.95
GET       0.510        63.21
GET       0.520        64.28
GET       0.530        65.33
GET       0.540        66.40
GET       0.550        67.40
GET       0.560        68.37
GET       0.570        69.24
GET       0.580        70.07
GET       0.590        70.76
GET       0.600        71.40
GET       0.610        72.02
GET       0.620        72.50
GET       0.630        73.04
GET       0.640        73.58
GET       0.650        74.05
GET       0.660        74.50
GET       0.670        74.94
GET       0.680        75.31
GET       0.690        75.69
GET       0.700        76.01
GET       0.710        76.30
