4         Threads
1         Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          552.81          ---          ---      1.40200        52.91 
Gets         5522.05      5522.05         0.00      0.57400       517.69 
Waits           0.00          ---          ---      0.00000          --- 
Totals       6074.86      5522.05         0.00      0.65000       570.60 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.630         0.03
SET       0.640         0.05
SET       0.670         0.14
SET       0.680         0.16
SET       0.690         0.25
SET       0.700         0.41
SET       0.710         0.60
SET       0.720         0.80
SET       0.730         1.15
SET       0.740         1.59
SET       0.750         1.98
SET       0.760         2.53
SET       0.770         3.02
SET       0.780         3.54
SET       0.790         4.15
SET       0.800         4.97
SET       0.810         5.52
SET       0.820         6.62
SET       0.830         7.55
SET       0.840         8.46
SET       0.850         9.56
SET       0.860        10.58
SET       0.870        11.54
SET       0.880        12.47
SET       0.890        13.52
SET       0.900        14.53
SET       0.910        15.69
SET       0.920        16.79
SET       0.930        17.75
SET       0.940        19.18
SET       0.950        20.30
SET       0.960        21.65
SET       0.970        23.10
SET       0.980        24.09
SET       0.990        25.08
SET       1.000        29.56
SET       1.100        36.40
SET       1.200        44.97
SET       1.300        55.88
SET       1.400        64.78
SET       1.500        71.21
SET       1.600        76.10
SET       1.700        79.59
SET       1.800        83.05
SET       1.900        85.93
SET       2.000        88.60
SET       2.100        91.07
SET       2.200        93.32
SET       2.300        94.95
SET       2.400        95.80
SET       2.500        96.68
SET       2.600        97.34
SET       2.700        97.80
SET       2.800        98.10
SET       2.900        98.46
SET       3.000        98.96
SET       3.100        99.18
SET       3.200        99.20
SET       3.300        99.31
SET       3.400        99.42
SET       3.500        99.51
SET       3.600        99.56
SET       3.700        99.59
SET       3.800        99.64
SET       4.100        99.67
SET       4.200        99.70
SET       4.500        99.73
SET       4.600        99.78
SET       4.700        99.81
SET       4.800        99.84
SET       4.900        99.89
SET       5.000        99.92
SET       5.400        99.95
SET      13.000        99.97
SET      14.000       100.00
---
GET       0.140         0.04
GET       0.150         0.09
GET       0.160         0.15
GET       0.170         0.27
GET       0.180         0.45
GET       0.190         0.72
GET       0.200         1.28
GET       0.210         2.34
GET       0.220         3.81
GET       0.230         5.74
GET       0.240         7.95
GET       0.250        10.39
GET       0.260        13.18
GET       0.270        15.98
GET       0.280        18.80
GET       0.290        21.82
GET       0.300        24.77
GET       0.310        28.04
GET       0.320        31.19
GET       0.330        34.39
GET       0.340        37.38
GET       0.350        40.29
GET       0.360        42.98
GET       0.370        45.53
GET       0.380        48.09
GET       0.390        50.46
GET       0.400        52.77
GET       0.410        54.95
GET       0.420        56.88
GET       0.430        58.56
GET       0.440        60.35
GET       0.450        61.83
GET       0.460        63.14
GET       0.470        64.56
GET       0.480        65.76
GET       0.490        66.88
GET       0.500        67.85
GET       0.510        68.71
GET       0.520        69.53
GET       0.530        70.33
GET       0.540        71.01
GET       0.550        71.70
GET       0.560        72.32
GET       0.570        72.84
GET       0.580        73.36
GET       0.590        73.86
GET       0.600        74.28
GET       0.610        74.64
GET       0.620        74.97
GET       0.630        75.29
GET       0.640        75.67
GET       0.650        75.99
GET       0.660        76.30
GET       0.670        76.59
GET       0.680        76.84
GET       0.690        77.11
GET       0.700        77.38
GET       0.710        77.65
GET       0.720        77.92
GET       0.730        78.15
GET       0.740        78.42
GET       0.750        78.63
GET       0.760        78.88
GET       0.770        79.14
GET       0.780        79.40
GET       0.790        79.60
GET       0.800        79.83
GET       0.810        80.05
GET       0.820        80.27
GET       0.830        80.50
GET       0.840        80.75
GET       0.850        80.98
GET       0.860        81.21
GET       0.870        81.43
GET       0.880        81.62
GET       0.890        81.83
GET       0.900        82.07
GET       0.910        82.30
GET       0.920        82.45
GET       0.930        82.69
GET       0.940        82.92
GET       0.950        83.18
GET       0.960        83.39
GET       0.970        83.61
GET       0.980        83.81
GET       0.990        84.04
GET       1.000        85.29
GET       1.100        87.36
GET       1.200        89.76
GET       1.300        92.07
GET       1.400        93.93
GET       1.500        95.53
GET       1.600        96.42
GET       1.700        97.08
GET       1.800        97.53
GET       1.900        98.02
GET       2.000        98.48
GET       2.100        98.84
GET       2.200        99.16
GET       2.300        99.41
GET       2.400        99.56
GET       2.500        99.70
GET       2.600        99.75
GET       2.700        99.80
GET       2.800        99.84
GET       2.900        99.87
GET       3.000        99.90
GET       3.100        99.93
GET       3.200        99.94
GET       3.300        99.94
GET       3.400        99.96
GET       3.600        99.97
GET       3.700        99.98
GET       3.800        99.98
GET       4.100        99.98
GET       4.200        99.98
GET       4.600        99.99
GET       4.700        99.99
GET       4.800        99.99
GET      13.000       100.00
GET      14.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          473.59          ---          ---      1.62600        45.32 
Gets         4730.71      4730.71         0.00      0.66500       443.50 
Waits           0.00          ---          ---      0.00000          --- 
Totals       5204.30      4730.71         0.00      0.75300       488.83 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.650         0.03
SET       0.660         0.08
SET       0.680         0.11
SET       0.690         0.22
SET       0.700         0.36
SET       0.710         0.49
SET       0.720         0.71
SET       0.730         0.88
SET       0.740         1.02
SET       0.750         1.32
SET       0.760         1.57
SET       0.770         2.09
SET       0.780         2.42
SET       0.790         2.99
SET       0.800         3.32
SET       0.810         3.82
SET       0.820         4.42
SET       0.830         5.03
SET       0.840         5.85
SET       0.850         6.65
SET       0.860         7.45
SET       0.870         8.13
SET       0.880         8.90
SET       0.890         9.75
SET       0.900        10.74
SET       0.910        12.01
SET       0.920        13.02
SET       0.930        13.82
SET       0.940        14.67
SET       0.950        15.93
SET       0.960        16.84
SET       0.970        18.24
SET       0.980        19.18
SET       0.990        20.16
SET       1.000        25.11
SET       1.100        32.53
SET       1.200        39.97
SET       1.300        47.45
SET       1.400        55.25
SET       1.500        61.51
SET       1.600        66.35
SET       1.700        70.77
SET       1.800        73.10
SET       1.900        75.27
SET       2.000        77.09
SET       2.100        79.37
SET       2.200        81.65
SET       2.300        83.41
SET       2.400        84.73
SET       2.500        86.07
SET       2.600        87.50
SET       2.700        88.93
SET       2.800        90.38
SET       2.900        91.59
SET       3.000        92.55
SET       3.100        93.60
SET       3.200        94.56
SET       3.300        95.38
SET       3.400        96.18
SET       3.500        96.81
SET       3.600        97.55
SET       3.700        98.10
SET       3.800        98.49
