4         Threads
2         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          463.67          ---          ---      2.56500        47.02 
Gets         4631.51         0.00      4631.51      1.44500       301.64 
Waits           0.00          ---          ---      0.00000          --- 
Totals       5095.18         0.00      4631.51      1.54700       348.66 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.720         0.02
SET       0.730         0.04
SET       0.740         0.09
SET       0.760         0.11
SET       0.790         0.13
SET       0.800         0.19
SET       0.810         0.26
SET       0.820         0.30
SET       0.830         0.32
SET       0.840         0.34
SET       0.850         0.41
SET       0.860         0.52
SET       0.870         0.60
SET       0.880         0.77
SET       0.890         0.84
SET       0.900         0.93
SET       0.910         1.01
SET       0.920         1.18
SET       0.930         1.27
SET       0.940         1.48
SET       0.950         1.66
SET       0.960         1.83
SET       0.970         2.04
SET       0.980         2.24
SET       0.990         2.43
SET       1.000         3.81
SET       1.100         6.95
SET       1.200        10.09
SET       1.300        14.16
SET       1.400        20.49
SET       1.500        27.98
SET       1.600        36.04
SET       1.700        43.71
SET       1.800        49.69
SET       1.900        54.40
SET       2.000        58.96
SET       2.100        62.60
SET       2.200        66.26
SET       2.300        70.05
SET       2.400        72.61
SET       2.500        74.95
SET       2.600        76.48
SET       2.700        77.79
SET       2.800        78.95
SET       2.900        80.01
SET       3.000        80.80
SET       3.100        81.39
SET       3.200        82.03
SET       3.300        82.59
SET       3.400        83.13
SET       3.500        83.54
SET       3.600        83.88
SET       3.700        84.12
SET       3.800        84.42
SET       3.900        84.68
SET       4.000        85.11
SET       4.100        86.01
SET       4.200        86.57
SET       4.300        87.39
SET       4.400        88.16
SET       4.500        88.96
SET       4.600        89.82
SET       4.700        90.32
SET       4.800        90.90
SET       4.900        91.28
SET       5.000        91.74
SET       5.100        91.93
SET       5.200        92.10
SET       5.300        92.23
SET       5.400        92.27
SET       5.500        92.30
SET       5.600        92.47
SET       5.700        92.58
