4         Threads
3         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          737.97          ---          ---      2.04400        71.45 
Gets         7375.11      6736.74       638.37      1.41300       677.94 
Waits           0.00          ---          ---      0.00000          --- 
Totals       8113.08      6736.74       638.37      1.47100       749.39 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.770         0.01
SET       0.780         0.04
SET       0.790         0.08
SET       0.800         0.09
SET       0.810         0.11
SET       0.820         0.12
SET       0.830         0.14
SET       0.840         0.16
SET       0.850         0.18
SET       0.860         0.22
SET       0.870         0.24
SET       0.880         0.27
SET       0.900         0.35
SET       0.910         0.41
SET       0.920         0.56
SET       0.930         0.66
SET       0.940         0.77
SET       0.950         0.81
SET       0.960         0.93
SET       0.970         1.04
SET       0.980         1.17
SET       0.990         1.23
SET       1.000         2.18
SET       1.100         4.51
SET       1.200         7.38
SET       1.300        10.75
SET       1.400        15.51
SET       1.500        22.18
SET       1.600        30.03
SET       1.700        38.40
SET       1.800        45.81
SET       1.900        52.15
SET       2.000        58.17
SET       2.100        63.32
SET       2.200        68.67
SET       2.300        73.79
SET       2.400        77.51
SET       2.500        81.37
SET       2.600        84.04
SET       2.700        86.40
SET       2.800        88.63
SET       2.900        90.69
SET       3.000        92.43
SET       3.100        93.69
SET       3.200        94.93
SET       3.300        95.79
SET       3.400        96.49
SET       3.500        96.88
SET       3.600        97.47
SET       3.700        97.90
SET       3.800        98.22
SET       3.900        98.58
SET       4.000        98.77
SET       4.100        98.93
SET       4.200        99.20
SET       4.300        99.30
SET       4.400        99.44
SET       4.500        99.58
SET       4.600        99.62
SET       4.700        99.66
SET       4.800        99.70
SET       4.900        99.74
SET       5.000        99.77
SET       5.200        99.82
SET       5.300        99.84
SET       5.400        99.85
SET       5.500        99.88
SET       5.600        99.89
SET       6.200        99.91
SET       6.300        99.92
SET       6.600        99.93
SET       7.000        99.95
SET       7.200        99.97
SET       7.500        99.99
SET      14.000       100.00
---
GET       0.250         0.00
GET       0.260         0.01
GET       0.270         0.01
GET       0.280         0.02
GET       0.290         0.03
GET       0.300         0.05
GET       0.310         0.07
GET       0.320         0.11
GET       0.330         0.15
GET       0.340         0.21
GET       0.350         0.27
GET       0.360         0.37
GET       0.370         0.47
GET       0.380         0.60
GET       0.390         0.74
GET       0.400         0.91
GET       0.410         1.14
GET       0.420         1.38
GET       0.430         1.66
GET       0.440         1.97
GET       0.450         2.36
GET       0.460         2.81
