4         Threads
5         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          909.58          ---          ---      2.43400        88.07 
Gets         9084.57      8293.39       791.18      1.94900       834.92 
Waits           0.00          ---          ---      0.00000          --- 
Totals       9994.15      8293.39       791.18      1.99300       922.99 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.810         0.01
SET       0.830         0.02
SET       0.870         0.03
SET       0.910         0.04
SET       0.930         0.07
SET       0.980         0.09
SET       1.000         0.16
SET       1.100         0.52
SET       1.200         1.48
SET       1.300         3.05
SET       1.400         5.12
SET       1.500         8.32
SET       1.600        12.50
SET       1.700        17.51
SET       1.800        23.46
SET       1.900        29.27
SET       2.000        35.44
SET       2.100        41.55
SET       2.200        47.16
SET       2.300        52.48
SET       2.400        57.63
SET       2.500        62.83
SET       2.600        67.33
SET       2.700        71.30
SET       2.800        75.04
SET       2.900        78.43
SET       3.000        81.42
SET       3.100        84.32
SET       3.200        86.95
SET       3.300        89.08
SET       3.400        90.93
SET       3.500        92.43
SET       3.600        93.63
SET       3.700        94.71
SET       3.800        95.46
SET       3.900        96.09
SET       4.000        96.58
SET       4.100        96.94
SET       4.200        97.41
SET       4.300        97.78
SET       4.400        98.05
SET       4.500        98.15
SET       4.600        98.33
SET       4.700        98.58
SET       4.800        98.76
SET       4.900        98.87
SET       5.000        99.00
SET       5.100        99.13
SET       5.200        99.21
SET       5.300        99.30
SET       5.400        99.42
SET       5.500        99.52
SET       5.600        99.56
SET       5.700        99.65
SET       5.800        99.66
SET       5.900        99.69
SET       6.000        99.71
SET       6.100        99.75
SET       6.200        99.77
SET       6.300        99.81
SET       6.400        99.82
SET       6.500        99.87
SET       6.700        99.88
SET       6.800        99.90
SET       6.900        99.91
SET       7.000        99.92
SET       7.300        99.93
SET       7.800        99.95
SET       7.900        99.96
SET      10.000        99.97
SET      11.000        99.99
SET      12.000       100.00
---
GET       0.290         0.00
GET       0.340         0.00
GET       0.350         0.00
GET       0.360         0.01
GET       0.370         0.01
GET       0.380         0.02
GET       0.390         0.02
GET       0.400         0.03
GET       0.410         0.04
GET       0.420         0.05
