4         Threads
2         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets           87.75          ---          ---     62.71000     85693.86 
Gets          869.67         0.00       869.67      2.87000        33.89 
Waits           0.00          ---          ---      0.00000          --- 
Totals        957.41         0.00       869.67      8.35400     85727.75 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       5.600         0.11
SET       5.700         0.33
SET       6.000         0.44
SET       6.200         0.55
SET       6.500         0.67
SET       7.100         0.78
SET       7.300         0.89
SET       7.900         1.00
SET       8.000         1.11
SET       8.700         1.22
SET       8.800         1.33
SET       9.000         1.44
SET      10.000         1.89
SET      11.000         2.66
SET      12.000         3.77
SET      13.000         3.88
SET      14.000         4.77
SET      15.000         5.77
SET      16.000         6.10
SET      17.000         6.33
SET      18.000         6.99
SET      19.000         7.99
SET      20.000         9.54
SET      21.000        10.54
SET      22.000        11.21
SET      23.000        12.54
SET      24.000        13.10
SET      25.000        14.76
SET      26.000        16.32
SET      27.000        17.87
SET      28.000        20.09
SET      29.000        22.31
SET      30.000        27.30
SET      31.000        31.63
SET      32.000        33.30
SET      33.000        36.40
SET      34.000        39.84
SET      35.000        42.51
SET      36.000        43.73
SET      37.000        44.17
SET      38.000        44.40
SET      39.000        44.51
SET      40.000        46.61
SET      41.000        48.61
SET      42.000        50.83
SET      43.000        54.83
SET      44.000        56.38
SET      45.000        56.94
SET      46.000        57.27
SET      47.000        58.82
SET      48.000        59.27
SET      49.000        59.60
SET      50.000        60.60
SET      51.000        62.38
SET      52.000        63.37
SET      53.000        63.71
SET      54.000        65.26
SET      55.000        65.82
SET      56.000        66.26
SET      57.000        67.04
SET      58.000        67.70
SET      59.000        68.26
SET      60.000        68.59
SET      61.000        70.37
SET      62.000        72.14
SET      63.000        73.25
SET      64.000        73.58
SET      65.000        74.69
SET      66.000        75.47
SET      67.000        78.14
SET      68.000        79.25
SET      69.000        79.47
SET      71.000        79.91
SET      72.000        81.02
SET      73.000        82.80
SET      74.000        83.46
SET      76.000        83.57
SET      77.000        83.91
SET      79.000        84.02
SET      80.000        84.24
SET      81.000        85.24
SET      82.000        85.90
SET      83.000        86.02
SET      84.000        86.46
SET      85.000        86.68
