4         Threads
1         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          562.09          ---          ---      1.33900        53.80 
Gets         5618.25      5603.05        15.20      0.56800       526.21 
Waits           0.00          ---          ---      0.00000          --- 
Totals       6180.34      5603.05        15.20      0.63800       580.01 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.630         0.02
SET       0.650         0.04
SET       0.660         0.07
SET       0.670         0.14
SET       0.680         0.20
SET       0.690         0.27
SET       0.700         0.43
SET       0.710         0.62
SET       0.720         0.73
SET       0.730         1.12
SET       0.740         1.46
SET       0.750         1.81
SET       0.760         2.28
SET       0.770         2.90
SET       0.780         3.68
SET       0.790         4.45
SET       0.800         5.34
SET       0.810         6.42
SET       0.820         7.24
SET       0.830         8.41
SET       0.840         9.89
SET       0.850        11.28
SET       0.860        12.60
SET       0.870        13.93
SET       0.880        15.53
SET       0.890        16.85
SET       0.900        18.27
SET       0.910        19.84
SET       0.920        21.24
SET       0.930        22.74
SET       0.940        24.34
SET       0.950        25.64
SET       0.960        27.11
SET       0.970        28.36
SET       0.980        29.46
SET       0.990        30.92
SET       1.000        36.56
SET       1.100        43.66
SET       1.200        50.54
SET       1.300        59.28
SET       1.400        68.24
SET       1.500        74.20
SET       1.600        78.94
SET       1.700        82.48
SET       1.800        85.38
SET       1.900        87.90
SET       2.000        90.66
SET       2.100        92.85
SET       2.200        94.57
SET       2.300        96.01
SET       2.400        97.01
SET       2.500        97.90
SET       2.600        98.17
SET       2.700        98.51
SET       2.800        98.74
SET       2.900        99.04
SET       3.000        99.22
SET       3.100        99.38
SET       3.200        99.45
SET       3.300        99.52
SET       3.400        99.56
SET       3.500        99.64
SET       3.600        99.70
SET       3.700        99.73
SET       3.800        99.80
SET       3.900        99.84
SET       4.000        99.89
SET       4.200        99.93
SET       4.700        99.96
SET      12.000        99.98
SET      14.000       100.00
---
GET       0.150         0.01
GET       0.160         0.03
GET       0.170         0.09
GET       0.180         0.25
GET       0.190         0.65
GET       0.200         1.50
GET       0.210         2.82
GET       0.220         4.75
GET       0.230         7.22
GET       0.240        10.09
GET       0.250        13.03
GET       0.260        16.07
GET       0.270        19.18
GET       0.280        22.30
GET       0.290        25.22
GET       0.300        28.41
GET       0.310        31.33
GET       0.320        34.20
GET       0.330        36.94
GET       0.340        39.69
GET       0.350        42.28
GET       0.360        44.70
GET       0.370        47.07
GET       0.380        49.32
GET       0.390        51.45
GET       0.400        53.43
GET       0.410        55.27
GET       0.420        57.05
GET       0.430        58.64
