4         Threads
7         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         1116.15          ---          ---      2.63200       106.82 
Gets        11147.37     11133.37        14.00      2.24200      1044.61 
Waits           0.00          ---          ---      0.00000          --- 
Totals      12263.51     11133.37        14.00      2.27700      1151.43 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.930         0.01
SET       1.000         0.03
SET       1.100         0.12
SET       1.200         0.42
SET       1.300         1.04
SET       1.400         2.29
SET       1.500         4.09
SET       1.600         6.65
SET       1.700        10.24
SET       1.800        14.64
SET       1.900        19.62
SET       2.000        24.88
SET       2.100        30.49
SET       2.200        36.21
SET       2.300        41.44
SET       2.400        46.65
SET       2.500        52.06
SET       2.600        57.35
SET       2.700        61.61
SET       2.800        65.91
SET       2.900        69.86
SET       3.000        73.76
SET       3.100        77.53
SET       3.200        80.96
SET       3.300        83.88
SET       3.400        86.87
SET       3.500        89.13
SET       3.600        90.70
SET       3.700        92.12
SET       3.800        93.27
SET       3.900        94.25
SET       4.000        95.14
SET       4.100        95.83
SET       4.200        96.44
SET       4.300        96.96
SET       4.400        97.38
SET       4.500        97.65
SET       4.600        97.93
SET       4.700        98.18
SET       4.800        98.42
SET       4.900        98.60
SET       5.000        98.76
SET       5.100        98.87
SET       5.200        99.01
SET       5.300        99.13
SET       5.400        99.21
SET       5.500        99.30
SET       5.600        99.37
SET       5.700        99.44
SET       5.800        99.48
SET       5.900        99.55
SET       6.000        99.61
SET       6.100        99.65
SET       6.200        99.67
SET       6.300        99.69
SET       6.400        99.71
SET       6.600        99.73
SET       6.700        99.76
SET       6.800        99.79
SET       6.900        99.85
SET       7.000        99.87
SET       7.100        99.88
SET       7.200        99.90
SET       7.300        99.91
SET       8.900        99.93
SET       9.000        99.96
SET       9.400        99.97
SET       9.600        99.98
SET      12.000        99.99
SET      13.000       100.00
---
GET       0.430         0.00
GET       0.440         0.00
GET       0.450         0.00
GET       0.470         0.01
GET       0.480         0.01
GET       0.500         0.02
GET       0.510         0.03
GET       0.520         0.03
GET       0.530         0.04
GET       0.540         0.05
GET       0.550         0.07
GET       0.560         0.08
GET       0.570         0.10
GET       0.580         0.11
GET       0.590         0.13
GET       0.600         0.16
GET       0.610         0.18
GET       0.620         0.21
GET       0.630         0.24
GET       0.640         0.27
GET       0.650         0.30
GET       0.660         0.34
GET       0.670         0.37
GET       0.680         0.42
GET       0.690         0.46
GET       0.700         0.51
GET       0.710         0.58
GET       0.720         0.64
GET       0.730         0.70
GET       0.740         0.76
GET       0.750         0.84
GET       0.760         0.92
GET       0.770         0.98
GET       0.780         1.06
GET       0.790         1.15
GET       0.800         1.25
GET       0.810         1.37
GET       0.820         1.46
GET       0.830         1.58
GET       0.840         1.69
GET       0.850         1.81
GET       0.860         1.94
GET       0.870         2.06
GET       0.880         2.19
GET       0.890         2.32
GET       0.900         2.45
GET       0.910         2.59
GET       0.920         2.72
GET       0.930         2.85
GET       0.940         3.01
GET       0.950         3.17
GET       0.960         3.34
GET       0.970         3.50
GET       0.980         3.70
GET       0.990         3.92
GET       1.000         4.94
GET       1.100         7.10
GET       1.200         9.58
GET       1.300        12.25
GET       1.400        15.41
GET       1.500        19.20
GET       1.600        23.53
GET       1.700        28.37
GET       1.800        33.54
GET       1.900        38.92
GET       2.000        44.37
GET       2.100        49.88
GET       2.200        55.11
GET       2.300        60.19
GET       2.400        64.84
GET       2.500        69.24
GET       2.600        73.20
GET       2.700        76.75
GET       2.800        79.88
GET       2.900        82.67
GET       3.000        85.23
GET       3.100        87.57
GET       3.200        89.63
GET       3.300        91.42
GET       3.400        92.85
GET       3.500        93.99
GET       3.600        94.91
GET       3.700        95.65
GET       3.800        96.28
GET       3.900        96.86
GET       4.000        97.36
GET       4.100        97.75
GET       4.200        98.08
GET       4.300        98.34
GET       4.400        98.56
GET       4.500        98.74
GET       4.600        98.89
GET       4.700        99.01
GET       4.800        99.13
GET       4.900        99.24
GET       5.000        99.35
GET       5.100        99.42
GET       5.200        99.48
GET       5.300        99.53
GET       5.400        99.58
GET       5.500        99.63
GET       5.600        99.67
GET       5.700        99.71
GET       5.800        99.74
GET       5.900        99.76
GET       6.000        99.79
GET       6.100        99.81
GET       6.200        99.83
GET       6.300        99.85
GET       6.400        99.86
GET       6.500        99.88
GET       6.600        99.89
GET       6.700        99.91
GET       6.800        99.93
GET       6.900        99.95
GET       7.000        99.95
GET       7.100        99.96
GET       7.200        99.96
GET       8.100        99.96
GET       8.400        99.96
GET       8.500        99.96
GET       8.600        99.97
GET       8.700        99.97
GET       8.800        99.97
GET       8.900        99.97
GET       9.300        99.97
GET       9.500        99.97
GET       9.600        99.98
GET      12.000       100.00
GET      13.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          530.19          ---          ---      5.72900        50.75 
Gets         5284.34      5275.94         8.40      4.71600       495.13 
Waits           0.00          ---          ---      0.00000          --- 
Totals       5814.53      5275.94         8.40      4.80800       545.88 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.000         0.02
SET       1.200         0.21
SET       1.300         0.55
SET       1.400         1.19
SET       1.500         2.06
SET       1.600         3.75
SET       1.700         5.60
SET       1.800         7.75
SET       1.900         9.98
SET       2.000        12.20
SET       2.100        14.65
SET       2.200        17.42
SET       2.300        19.82
SET       2.400        22.35
SET       2.500        24.50
SET       2.600        27.00
SET       2.700        29.62
SET       2.800        32.25
SET       2.900        34.75
SET       3.000        36.87
SET       3.100        38.79
SET       3.200        40.66
SET       3.300        42.94
SET       3.400        44.75
SET       3.500        46.48
SET       3.600        48.18
SET       3.700        49.80
SET       3.800        51.01
SET       3.900        52.08
SET       4.000        52.89
SET       4.100        53.57
SET       4.200        54.44
SET       4.300        55.31
SET       4.400        56.14
SET       4.500        56.99
SET       4.600        57.82
SET       4.700        58.89
SET       4.800        60.06
SET       4.900        61.19
SET       5.000        62.44
SET       5.100        63.42
SET       5.200        64.40
SET       5.300        65.55
SET       5.400        66.49
SET       5.500        67.41
SET       5.600        67.94
SET       5.700        68.40
SET       5.800        68.92
SET       5.900        69.62
SET       6.000        70.13
SET       6.100        70.56
SET       6.200        70.92
SET       6.300        71.43
SET       6.400        71.73
SET       6.500        72.11
SET       6.600        72.47
SET       6.700        72.77
SET       6.800        73.20
SET       6.900        73.68
SET       7.000        74.22
SET       7.100        74.88
SET       7.200        75.33
SET       7.300        75.62
SET       7.400        75.96
SET       7.500        76.26
SET       7.600        76.64
SET       7.700        77.01
SET       7.800        77.24
SET       7.900        77.65
SET       8.000        77.97
