4         Threads
45        Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2681.06          ---          ---      6.41500       256.62 
Gets        26713.97     26659.98        53.99      6.08900      2502.66 
Waits           0.00          ---          ---      0.00000          --- 
Totals      29395.03     26659.98        53.99      6.11900      2759.28 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.500         0.00
SET       3.800         0.01
SET       3.900         0.01
SET       4.000         0.01
SET       4.100         0.02
SET       4.200         0.04
SET       4.300         0.06
SET       4.400         0.08
SET       4.500         0.10
SET       4.600         0.15
SET       4.700         0.19
SET       4.800         0.26
SET       4.900         0.57
SET       5.000         1.13
SET       5.100         2.32
SET       5.200         4.43
SET       5.300         7.95
SET       5.400        12.67
SET       5.500        18.61
SET       5.600        25.37
SET       5.700        33.01
SET       5.800        40.89
SET       5.900        48.40
SET       6.000        55.12
SET       6.100        60.89
SET       6.200        65.74
SET       6.300        69.23
SET       6.400        72.34
SET       6.500        75.09
SET       6.600        77.29
SET       6.700        79.28
SET       6.800        81.03
SET       6.900        82.62
SET       7.000        83.85
SET       7.100        85.02
SET       7.200        85.92
SET       7.300        86.75
SET       7.400        87.53
SET       7.500        88.07
SET       7.600        88.74
SET       7.700        89.36
SET       7.800        89.91
SET       7.900        90.37
SET       8.000        90.79
SET       8.100        91.19
SET       8.200        91.59
SET       8.300        91.94
SET       8.400        92.28
SET       8.500        92.63
SET       8.600        92.94
SET       8.700        93.19
SET       8.800        93.45
SET       8.900        93.69
SET       9.000        93.87
SET       9.100        94.04
SET       9.200        94.19
SET       9.300        94.37
SET       9.400        94.47
SET       9.500        94.61
SET       9.600        94.74
SET       9.700        94.85
SET       9.800        94.96
SET       9.900        95.07
SET      10.000        96.27
SET      11.000        98.17
SET      12.000        99.03
SET      13.000        99.64
SET      14.000        99.80
SET      15.000        99.87
SET      16.000        99.88
SET      17.000        99.97
SET      18.000       100.00
SET      19.000       100.00
---
GET       2.100         0.00
GET       2.200         0.00
GET       2.300         0.01
GET       2.400         0.01
GET       2.500         0.02
GET       2.600         0.03
GET       2.700         0.04
GET       2.800         0.06
GET       2.900         0.07
GET       3.000         0.08
GET       3.100         0.10
GET       3.200         0.12
GET       3.300         0.15
GET       3.400         0.17
GET       3.500         0.20
GET       3.600         0.23
GET       3.700         0.28
GET       3.800         0.35
GET       3.900         0.46
GET       4.000         0.67
GET       4.100         1.03
GET       4.200         1.61
GET       4.300         2.54
GET       4.400         3.89
GET       4.500         5.68
GET       4.600         8.04
GET       4.700        10.90
GET       4.800        14.22
GET       4.900        18.02
GET       5.000        22.13
GET       5.100        26.40
GET       5.200        30.92
GET       5.300        35.54
GET       5.400        40.16
GET       5.500        44.65
GET       5.600        48.96
GET       5.700        53.02
GET       5.800        56.74
GET       5.900        60.24
GET       6.000        63.26
GET       6.100        66.03
GET       6.200        68.44
GET       6.300        70.64
GET       6.400        72.66
GET       6.500        74.55
GET       6.600        76.34
GET       6.700        78.01
GET       6.800        79.58
GET       6.900        81.02
GET       7.000        82.39
GET       7.100        83.66
GET       7.200        84.85
GET       7.300        86.00
GET       7.400        87.05
GET       7.500        88.04
GET       7.600        88.96
GET       7.700        89.77
GET       7.800        90.48
GET       7.900        91.12
GET       8.000        91.71
GET       8.100        92.19
GET       8.200        92.60
GET       8.300        92.95
GET       8.400        93.25
GET       8.500        93.51
GET       8.600        93.73
GET       8.700        93.92
GET       8.800        94.08
GET       8.900        94.24
GET       9.000        94.38
GET       9.100        94.52
GET       9.200        94.67
GET       9.300        94.84
GET       9.400        95.01
GET       9.500        95.19
GET       9.600        95.38
GET       9.700        95.56
GET       9.800        95.76
GET       9.900        95.97
GET      10.000        97.06
GET      11.000        98.33
GET      12.000        99.16
GET      13.000        99.59
GET      14.000        99.79
GET      15.000        99.88
GET      16.000        99.94
GET      17.000        99.97
GET      18.000        99.99
GET      19.000        99.99
GET      20.000       100.00
GET      21.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2666.28          ---          ---      6.51500       255.21 
Gets        26568.42     26514.44        53.99      6.11600      2489.01 
Waits           0.00          ---          ---      0.00000          --- 
Totals      29234.70     26514.44        53.99      6.15200      2744.22 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.900         0.00
SET       4.200         0.01
SET       4.300         0.02
SET       4.400         0.03
SET       4.500         0.06
SET       4.600         0.08
SET       4.700         0.13
SET       4.800         0.23
SET       4.900         0.54
SET       5.000         1.12
SET       5.100         2.18
SET       5.200         3.83
SET       5.300         6.33
SET       5.400        10.17
SET       5.500        15.13
SET       5.600        20.90
SET       5.700        27.53
SET       5.800        34.56
SET       5.900        41.61
SET       6.000        48.27
SET       6.100        54.38
SET       6.200        59.88
SET       6.300        64.72
SET       6.400        68.68
SET       6.500        71.99
SET       6.600        74.74
SET       6.700        77.13
SET       6.800        79.29
SET       6.900        81.05
SET       7.000        82.62
SET       7.100        83.94
SET       7.200        85.07
SET       7.300        86.01
SET       7.400        86.84
SET       7.500        87.60
SET       7.600        88.26
SET       7.700        88.89
SET       7.800        89.41
SET       7.900        89.85
SET       8.000        90.27
SET       8.100        90.76
SET       8.200        91.21
SET       8.300        91.60
SET       8.400        91.96
SET       8.500        92.32
SET       8.600        92.58
SET       8.700        92.85
SET       8.800        93.15
SET       8.900        93.42
SET       9.000        93.69
SET       9.100        93.93
SET       9.200        94.14
SET       9.300        94.32
SET       9.400        94.50
SET       9.500        94.62
SET       9.600        94.74
SET       9.700        94.86
SET       9.800        94.99
SET       9.900        95.08
SET      10.000        95.72
SET      11.000        97.82
SET      12.000        98.69
SET      13.000        99.20
SET      14.000        99.60
SET      15.000        99.79
SET      16.000        99.88
SET      17.000        99.94
SET      18.000        99.99
SET      19.000       100.00
---
GET       2.100         0.00
GET       2.200         0.00
GET       2.300         0.01
GET       2.400         0.02
GET       2.500         0.02
GET       2.600         0.03
GET       2.700         0.04
GET       2.800         0.06
GET       2.900         0.07
GET       3.000         0.09
GET       3.100         0.11
GET       3.200         0.13
GET       3.300         0.16
GET       3.400         0.19
GET       3.500         0.22
GET       3.600         0.25
GET       3.700         0.29
GET       3.800         0.35
GET       3.900         0.47
GET       4.000         0.67
GET       4.100         1.00
GET       4.200         1.53
GET       4.300         2.36
GET       4.400         3.54
GET       4.500         5.16
GET       4.600         7.27
GET       4.700         9.90
GET       4.800        13.08
GET       4.900        16.69
GET       5.000        20.56
GET       5.100        24.75
GET       5.200        29.19
GET       5.300        33.69
GET       5.400        38.32
GET       5.500        42.71
GET       5.600        46.99
GET       5.700        51.12
GET       5.800        54.90
GET       5.900        58.45
GET       6.000        61.63
GET       6.100        64.56
GET       6.200        67.20
GET       6.300        69.65
GET       6.400        71.90
GET       6.500        73.96
GET       6.600        75.88
GET       6.700        77.66
GET       6.800        79.40
GET       6.900        80.96
GET       7.000        82.39
GET       7.100        83.70
GET       7.200        84.87
GET       7.300        86.03
GET       7.400        87.08
GET       7.500        88.10
GET       7.600        89.01
GET       7.700        89.86
GET       7.800        90.58
GET       7.900        91.25
GET       8.000        91.88
GET       8.100        92.42
GET       8.200        92.87
GET       8.300        93.24
GET       8.400        93.60
GET       8.500        93.89
GET       8.600        94.15
GET       8.700        94.38
GET       8.800        94.61
GET       8.900        94.79
GET       9.000        94.94
GET       9.100        95.09
GET       9.200        95.22
GET       9.300        95.35
GET       9.400        95.49
GET       9.500        95.63
GET       9.600        95.78
GET       9.700        95.92
GET       9.800        96.06
GET       9.900        96.21
GET      10.000        97.07
GET      11.000        98.37
GET      12.000        99.06
GET      13.000        99.46
GET      14.000        99.66
GET      15.000        99.78
GET      16.000        99.88
GET      17.000        99.95
GET      18.000        99.97
GET      19.000       100.00
GET      20.000       100.00
---


AGGREGATED AVERAGE RESULTS (3 runs)
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2671.07          ---          ---      6.47367       255.66 
Gets        26618.09     26564.10        53.99      6.10767      2493.67 
Waits           0.00          ---          ---      0.00000          --- 
Totals      29289.16     26564.10        53.99      6.14100      2749.34 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.500         0.00
SET       3.700         0.00
SET       3.800         0.00
SET       3.900         0.01
SET       4.000         0.01
SET       4.100         0.01
SET       4.200         0.02
SET       4.300         0.04
SET       4.400         0.06
SET       4.500         0.09
SET       4.600         0.12
SET       4.700         0.17
SET       4.800         0.27
SET       4.900         0.58
SET       5.000         1.14
SET       5.100         2.24
SET       5.200         4.08
SET       5.300         7.01
SET       5.400        11.08
SET       5.500        16.34
SET       5.600        22.48
SET       5.700        29.43
SET       5.800        36.71
SET       5.900        43.99
SET       6.000        50.58
SET       6.100        56.51
SET       6.200        61.86
SET       6.300        66.26
SET       6.400        70.00
SET       6.500        73.20
SET       6.600        75.91
SET       6.700        78.25
SET       6.800        80.27
SET       6.900        82.02
SET       7.000        83.48
SET       7.100        84.74
SET       7.200        85.76
SET       7.300        86.62
SET       7.400        87.38
SET       7.500        88.03
SET       7.600        88.66
SET       7.700        89.22
SET       7.800        89.73
SET       7.900        90.18
SET       8.000        90.59
SET       8.100        91.01
SET       8.200        91.41
