4         Threads
33        Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2610.04          ---          ---      4.86700       249.81 
Gets        26031.80     25992.20        39.59      4.57700      2439.18 
Waits           0.00          ---          ---      0.00000          --- 
Totals      28641.84     25992.20        39.59      4.60400      2688.99 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.500         0.00
SET       2.600         0.01
SET       3.200         0.02
SET       3.300         0.05
SET       3.400         0.12
SET       3.500         0.43
SET       3.600         0.83
SET       3.700         1.82
SET       3.800         3.48
SET       3.900         6.19
SET       4.000        10.66
SET       4.100        16.81
SET       4.200        24.10
SET       4.300        32.24
SET       4.400        40.74
SET       4.500        48.83
SET       4.600        55.90
SET       4.700        62.34
SET       4.800        67.80
SET       4.900        72.19
SET       5.000        75.54
SET       5.100        78.20
SET       5.200        80.38
SET       5.300        82.15
SET       5.400        83.70
SET       5.500        85.06
SET       5.600        86.34
SET       5.700        87.46
SET       5.800        88.50
SET       5.900        89.55
SET       6.000        90.38
SET       6.100        91.19
SET       6.200        91.95
SET       6.300        92.56
SET       6.400        93.17
SET       6.500        93.71
SET       6.600        94.15
SET       6.700        94.54
SET       6.800        94.96
SET       6.900        95.30
SET       7.000        95.68
SET       7.100        95.99
SET       7.200        96.21
SET       7.300        96.43
SET       7.400        96.62
SET       7.500        96.81
SET       7.600        96.94
SET       7.700        97.09
SET       7.800        97.22
SET       7.900        97.29
SET       8.000        97.39
SET       8.100        97.51
SET       8.200        97.60
SET       8.300        97.66
SET       8.400        97.72
SET       8.500        97.79
SET       8.600        97.85
SET       8.700        97.92
SET       8.800        97.99
SET       8.900        98.10
SET       9.000        98.23
SET       9.100        98.37
SET       9.200        98.49
SET       9.300        98.61
SET       9.400        98.71
SET       9.500        98.85
SET       9.600        98.94
SET       9.700        99.04
SET       9.800        99.12
SET       9.900        99.20
SET      10.000        99.40
SET      11.000        99.69
SET      12.000        99.79
SET      13.000        99.92
SET      14.000        99.97
SET      15.000       100.00
SET      16.000       100.00
---
GET       1.600         0.00
GET       1.700         0.00
GET       1.800         0.01
GET       1.900         0.02
GET       2.000         0.02
GET       2.100         0.03
GET       2.200         0.05
GET       2.300         0.07
GET       2.400         0.11
GET       2.500         0.16
GET       2.600         0.23
GET       2.700         0.31
GET       2.800         0.43
GET       2.900         0.64
GET       3.000         1.04
GET       3.100         1.76
GET       3.200         2.94
GET       3.300         4.82
GET       3.400         7.44
GET       3.500        10.89
GET       3.600        14.98
GET       3.700        19.67
GET       3.800        24.85
GET       3.900        30.36
GET       4.000        36.08
GET       4.100        41.71
GET       4.200        47.19
GET       4.300        52.32
GET       4.400        57.20
GET       4.500        61.49
GET       4.600        65.37
GET       4.700        68.83
GET       4.800        71.88
GET       4.900        74.56
GET       5.000        76.87
GET       5.100        78.95
GET       5.200        80.86
GET       5.300        82.62
GET       5.400        84.24
GET       5.500        85.72
GET       5.600        87.10
GET       5.700        88.42
GET       5.800        89.66
GET       5.900        90.76
GET       6.000        91.70
GET       6.100        92.53
GET       6.200        93.25
GET       6.300        93.90
GET       6.400        94.45
GET       6.500        94.92
GET       6.600        95.31
GET       6.700        95.66
GET       6.800        95.99
GET       6.900        96.25
GET       7.000        96.48
GET       7.100        96.68
GET       7.200        96.87
GET       7.300        97.04
GET       7.400        97.19
GET       7.500        97.33
GET       7.600        97.46
GET       7.700        97.55
GET       7.800        97.64
GET       7.900        97.72
GET       8.000        97.81
GET       8.100        97.91
GET       8.200        97.98
GET       8.300        98.05
GET       8.400        98.14
GET       8.500        98.22
GET       8.600        98.32
GET       8.700        98.42
GET       8.800        98.52
GET       8.900        98.63
GET       9.000        98.73
GET       9.100        98.83
GET       9.200        98.92
GET       9.300        99.00
GET       9.400        99.08
GET       9.500        99.15
GET       9.600        99.21
GET       9.700        99.26
GET       9.800        99.31
GET       9.900        99.35
GET      10.000        99.56
GET      11.000        99.78
GET      12.000        99.86
GET      13.000        99.91
GET      14.000        99.95
GET      15.000        99.98
GET      16.000        99.99
GET      17.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
