4         Threads
32        Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2617.61          ---          ---      4.73200       250.54 
Gets        26115.40     26077.02        38.38      4.42300      2447.06 
Waits           0.00          ---          ---      0.00000          --- 
Totals      28733.01     26077.02        38.38      4.45100      2697.60 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.800         0.00
SET       3.100         0.02
SET       3.200         0.05
SET       3.300         0.16
SET       3.400         0.43
SET       3.500         1.10
SET       3.600         2.29
SET       3.700         4.69
SET       3.800         7.93
SET       3.900        12.82
SET       4.000        18.94
SET       4.100        26.21
SET       4.200        33.98
SET       4.300        41.68
SET       4.400        49.04
SET       4.500        55.99
SET       4.600        61.92
SET       4.700        67.06
SET       4.800        71.47
SET       4.900        75.43
SET       5.000        78.72
SET       5.100        81.62
SET       5.200        83.86
SET       5.300        85.67
SET       5.400        87.16
SET       5.500        88.35
SET       5.600        89.38
SET       5.700        90.20
SET       5.800        91.03
SET       5.900        91.79
SET       6.000        92.45
SET       6.100        93.10
SET       6.200        93.65
SET       6.300        94.14
SET       6.400        94.62
SET       6.500        95.10
SET       6.600        95.51
SET       6.700        95.82
SET       6.800        96.15
SET       6.900        96.38
SET       7.000        96.55
SET       7.100        96.72
SET       7.200        96.85
SET       7.300        96.98
SET       7.400        97.09
SET       7.500        97.17
SET       7.600        97.24
SET       7.700        97.33
SET       7.800        97.38
SET       7.900        97.42
SET       8.000        97.46
SET       8.100        97.52
SET       8.200        97.54
SET       8.300        97.59
SET       8.400        97.66
SET       8.500        97.71
SET       8.600        97.79
SET       8.700        97.87
SET       8.800        97.97
SET       8.900        98.09
SET       9.000        98.21
SET       9.100        98.32
SET       9.200        98.44
SET       9.300        98.57
SET       9.400        98.68
SET       9.500        98.80
SET       9.600        98.90
SET       9.700        98.97
SET       9.800        99.05
SET       9.900        99.13
SET      10.000        99.36
SET      11.000        99.71
SET      12.000        99.81
SET      13.000        99.89
SET      14.000        99.94
SET      15.000        99.99
SET      16.000       100.00
SET      17.000       100.00
---
GET       1.500         0.00
GET       1.600         0.00
GET       1.700         0.01
GET       1.800         0.02
GET       1.900         0.04
GET       2.000         0.06
GET       2.100         0.09
GET       2.200         0.13
GET       2.300         0.18
GET       2.400         0.23
GET       2.500         0.30
GET       2.600         0.39
GET       2.700         0.53
