4         Threads
4         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          878.42          ---          ---      2.12000        84.07 
Gets         8774.45      8760.05        14.40      1.60400       822.13 
Waits           0.00          ---          ---      0.00000          --- 
Totals       9652.87      8760.05        14.40      1.65100       906.21 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.760         0.01
SET       0.770         0.02
SET       0.780         0.03
SET       0.800         0.05
SET       0.810         0.06
SET       0.820         0.07
SET       0.830         0.11
SET       0.850         0.15
SET       0.860         0.16
SET       0.870         0.18
SET       0.880         0.19
SET       0.890         0.22
SET       0.900         0.27
SET       0.910         0.30
SET       0.920         0.33
SET       0.930         0.36
SET       0.940         0.42
SET       0.950         0.51
SET       0.960         0.57
SET       0.970         0.61
SET       0.980         0.73
SET       0.990         0.77
SET       1.000         1.53
SET       1.100         3.26
SET       1.200         6.09
SET       1.300         9.76
SET       1.400        14.63
SET       1.500        20.36
SET       1.600        27.51
SET       1.700        34.65
SET       1.800        41.64
SET       1.900        47.82
SET       2.000        53.19
SET       2.100        58.83
SET       2.200        64.28
SET       2.300        68.62
SET       2.400        72.91
SET       2.500        76.62
SET       2.600        79.86
SET       2.700        83.01
SET       2.800        85.66
SET       2.900        87.95
SET       3.000        90.29
SET       3.100        92.00
SET       3.200        93.38
SET       3.300        94.64
SET       3.400        95.59
SET       3.500        96.38
SET       3.600        96.95
SET       3.700        97.31
SET       3.800        97.72
SET       3.900        98.12
SET       4.000        98.34
SET       4.100        98.54
SET       4.200        98.78
SET       4.300        98.94
SET       4.400        99.04
SET       4.500        99.21
SET       4.600        99.29
SET       4.700        99.40
SET       4.800        99.51
SET       4.900        99.62
SET       5.000        99.70
SET       5.100        99.78
SET       5.200        99.81
SET       5.400        99.82
SET       5.500        99.84
SET       5.600        99.87
SET       5.700        99.91
SET       5.800        99.92
SET       5.900        99.93
SET       6.100        99.94
SET       6.400        99.95
SET       6.700        99.97
SET       8.200        99.98
SET       9.500        99.99
SET      11.000       100.00
---
GET       0.280         0.00
GET       0.290         0.00
GET       0.300         0.00
GET       0.310         0.01
GET       0.320         0.01
GET       0.330         0.02
GET       0.340         0.03
GET       0.350         0.05
GET       0.360         0.07
GET       0.370         0.11
GET       0.380         0.15
GET       0.390         0.20
GET       0.400         0.27
GET       0.410         0.37
