4         Threads
3         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          778.77          ---          ---      1.96600        74.54 
Gets         7782.74      7765.94        16.80      1.33800       729.08 
Waits           0.00          ---          ---      0.00000          --- 
Totals       8561.51      7765.94        16.80      1.39500       803.62 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.710         0.03
SET       0.740         0.04
SET       0.750         0.05
SET       0.760         0.06
SET       0.770         0.08
SET       0.780         0.10
SET       0.800         0.14
SET       0.810         0.18
SET       0.820         0.26
SET       0.830         0.28
SET       0.840         0.31
SET       0.850         0.32
SET       0.860         0.35
SET       0.870         0.42
SET       0.880         0.50
SET       0.890         0.54
SET       0.900         0.62
SET       0.910         0.73
SET       0.920         0.92
SET       0.930         1.14
SET       0.940         1.25
SET       0.950         1.44
SET       0.960         1.69
SET       0.970         1.87
SET       0.980         2.27
SET       0.990         2.56
SET       1.000         3.69
SET       1.100         6.63
SET       1.200        10.34
SET       1.300        14.77
SET       1.400        21.89
SET       1.500        29.85
SET       1.600        38.01
SET       1.700        45.42
SET       1.800        51.73
SET       1.900        57.51
SET       2.000        62.96
SET       2.100        67.93
SET       2.200        72.46
SET       2.300        76.75
SET       2.400        79.98
SET       2.500        82.94
SET       2.600        85.48
SET       2.700        88.07
SET       2.800        90.36
SET       2.900        91.99
SET       3.000        93.08
SET       3.100        94.41
SET       3.200        95.39
SET       3.300        96.21
SET       3.400        96.83
SET       3.500        97.37
SET       3.600        97.75
SET       3.700        98.07
SET       3.800        98.33
SET       3.900        98.52
SET       4.000        98.72
SET       4.100        98.93
SET       4.200        99.01
SET       4.300        99.14
SET       4.400        99.28
SET       4.500        99.33
SET       4.600        99.41
SET       4.700        99.46
SET       4.800        99.47
SET       4.900        99.56
SET       5.000        99.58
SET       5.100        99.67
SET       5.200        99.70
SET       5.300        99.76
SET       5.400        99.79
SET       5.600        99.83
SET       5.700        99.86
SET       5.800        99.90
SET       5.900        99.92
SET       6.200        99.94
SET       6.300        99.95
SET      13.000        99.99
SET      14.000       100.00
---
GET       0.230         0.00
GET       0.250         0.01
GET       0.260         0.01
GET       0.270         0.01
GET       0.280         0.02
GET       0.290         0.04
GET       0.300         0.07
GET       0.310         0.10
GET       0.320         0.17
GET       0.330         0.26
GET       0.340         0.38
GET       0.350         0.51
GET       0.360         0.71
GET       0.370         0.92
GET       0.380         1.17
GET       0.390         1.45
GET       0.400         1.77
GET       0.410         2.15
GET       0.420         2.55
GET       0.430         2.99
GET       0.440         3.49
GET       0.450         4.04
GET       0.460         4.62
GET       0.470         5.24
GET       0.480         5.90
GET       0.490         6.58
GET       0.500         7.33
GET       0.510         8.02
GET       0.520         8.74
GET       0.530         9.49
GET       0.540        10.22
GET       0.550        11.01
GET       0.560        11.79
GET       0.570        12.52
GET       0.580        13.30
GET       0.590        14.07
GET       0.600        14.86
GET       0.610        15.59
GET       0.620        16.26
GET       0.630        16.94
GET       0.640        17.63
GET       0.650        18.29
GET       0.660        18.94
GET       0.670        19.60
GET       0.680        20.24
GET       0.690        20.86
GET       0.700        21.53
GET       0.710        22.16
GET       0.720        22.74
GET       0.730        23.37
GET       0.740        23.94
GET       0.750        24.55
GET       0.760        25.11
GET       0.770        25.68
GET       0.780        26.27
GET       0.790        26.79
GET       0.800        27.31
GET       0.810        27.86
GET       0.820        28.38
GET       0.830        28.92
GET       0.840        29.47
GET       0.850        30.02
GET       0.860        30.57
GET       0.870        31.12
GET       0.880        31.65
GET       0.890        32.18
GET       0.900        32.71
GET       0.910        33.28
GET       0.920        33.89
GET       0.930        34.45
GET       0.940        34.99
GET       0.950        35.59
GET       0.960        36.15
GET       0.970        36.71
GET       0.980        37.24
GET       0.990        37.80
GET       1.000        40.77
GET       1.100        45.79
GET       1.200        50.54
GET       1.300        55.68
GET       1.400        61.27
GET       1.500        66.53
GET       1.600        71.17
GET       1.700        75.13
GET       1.800        78.59
GET       1.900        81.83
GET       2.000        84.78
GET       2.100        87.52
GET       2.200        89.84
GET       2.300        91.68
GET       2.400        93.21
GET       2.500        94.42
GET       2.600        95.34
GET       2.700        96.21
GET       2.800        96.85
GET       2.900        97.37
GET       3.000        97.80
GET       3.100        98.18
GET       3.200        98.45
GET       3.300        98.71
GET       3.400        98.92
GET       3.500        99.10
GET       3.600        99.23
GET       3.700        99.33
GET       3.800        99.44
GET       3.900        99.52
GET       4.000        99.61
GET       4.100        99.66
GET       4.200        99.70
GET       4.300        99.74
GET       4.400        99.78
GET       4.500        99.80
GET       4.600        99.82
GET       4.700        99.85
GET       4.800        99.86
GET       4.900        99.87
GET       5.000        99.88
GET       5.100        99.90
GET       5.200        99.91
GET       5.300        99.93
GET       5.400        99.93
GET       5.500        99.94
GET       5.600        99.95
GET       5.700        99.96
GET       5.800        99.98
GET       5.900        99.98
GET       6.100        99.98
GET       6.200        99.98
GET       7.300        99.98
GET       7.400        99.98
GET       7.500        99.99
GET      11.000        99.99
GET      12.000        99.99
GET      13.000       100.00
GET      14.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          765.78          ---          ---      1.98500        73.30 
Gets         7651.45      7634.95        16.50      1.36200       716.78 
Waits           0.00          ---          ---      0.00000          --- 
Totals       8417.23      7634.95        16.50      1.41900       790.08 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.680         0.01
SET       0.770         0.05
SET       0.780         0.07
SET       0.790         0.08
SET       0.800         0.10
SET       0.810         0.18
SET       0.820         0.24
SET       0.830         0.29
SET       0.840         0.34
SET       0.850         0.35
SET       0.860         0.44
SET       0.870         0.52
SET       0.880         0.59
SET       0.890         0.63
SET       0.900         0.73
SET       0.910         0.78
SET       0.920         0.89
SET       0.930         1.03
SET       0.940         1.16
SET       0.950         1.36
SET       0.960         1.53
SET       0.970         1.67
SET       0.980         1.85
SET       0.990         2.08
SET       1.000         3.37
SET       1.100         6.09
SET       1.200         9.35
SET       1.300        13.55
SET       1.400        19.93
SET       1.500        27.74
SET       1.600        35.78
SET       1.700        43.71
SET       1.800        50.68
SET       1.900        56.46
SET       2.000        62.09
SET       2.100        67.21
SET       2.200        72.13
SET       2.300        76.50
SET       2.400        80.15
SET       2.500        82.91
SET       2.600        85.30
SET       2.700        87.63
SET       2.800        89.53
SET       2.900        91.33
SET       3.000        92.80
SET       3.100        94.06
SET       3.200        95.21
SET       3.300        96.08
SET       3.400        96.79
SET       3.500        97.27
SET       3.600        97.60
SET       3.700        97.91
SET       3.800        98.21
SET       3.900        98.50
SET       4.000        98.71
SET       4.100        98.85
SET       4.200        98.94
SET       4.300        99.03
SET       4.400        99.15
SET       4.500        99.27
SET       4.600        99.35
SET       4.700        99.39
SET       4.800        99.53
SET       4.900        99.63
SET       5.000        99.66
SET       5.100        99.67
SET       5.200        99.73
SET       5.300        99.75
SET       5.400        99.78
SET       5.500        99.82
SET       5.900        99.86
SET       6.300        99.87
SET       6.500        99.88
SET       6.600        99.91
SET       6.700        99.92
SET       7.000        99.93
SET       7.400        99.96
SET       8.400        99.97
SET      11.000        99.99
SET      13.000       100.00
---
GET       0.220         0.00
GET       0.230         0.01
GET       0.240         0.01
GET       0.260         0.02
GET       0.270         0.02
GET       0.280         0.04
GET       0.290         0.07
GET       0.300         0.12
GET       0.310         0.16
GET       0.320         0.23
GET       0.330         0.32
GET       0.340         0.44
GET       0.350         0.57
GET       0.360         0.74
GET       0.370         0.95
GET       0.380         1.23
GET       0.390         1.47
GET       0.400         1.80
GET       0.410         2.17
GET       0.420         2.55
GET       0.430         3.02
GET       0.440         3.52
GET       0.450         4.06
GET       0.460         4.68
GET       0.470         5.32
GET       0.480         5.99
GET       0.490         6.74
GET       0.500         7.47
GET       0.510         8.25
GET       0.520         9.03
GET       0.530         9.78
GET       0.540        10.56
GET       0.550        11.34
GET       0.560        12.05
GET       0.570        12.82
GET       0.580        13.55
GET       0.590        14.27
GET       0.600        14.96
GET       0.610        15.66
GET       0.620        16.34
GET       0.630        17.01
GET       0.640        17.64
GET       0.650        18.25
GET       0.660        18.85
GET       0.670        19.46
GET       0.680        20.07
GET       0.690        20.66
GET       0.700        21.23
GET       0.710        21.82
GET       0.720        22.35
GET       0.730        22.90
GET       0.740        23.49
GET       0.750        24.08
GET       0.760        24.65
GET       0.770        25.16
GET       0.780        25.72
GET       0.790        26.27
GET       0.800        26.86
GET       0.810        27.37
GET       0.820        27.95
GET       0.830        28.47
GET       0.840        29.06
GET       0.850        29.60
GET       0.860        30.14
GET       0.870        30.71
GET       0.880        31.28
GET       0.890        31.85
GET       0.900        32.41
GET       0.910        32.96
GET       0.920        33.52
GET       0.930        34.05
GET       0.940        34.57
GET       0.950        35.04
GET       0.960        35.54
GET       0.970        36.01
GET       0.980        36.57
GET       0.990        37.08
GET       1.000        39.81
GET       1.100        44.37
GET       1.200        48.91
GET       1.300        53.95
GET       1.400        59.15
GET       1.500        64.48
GET       1.600        69.29
GET       1.700        73.51
GET       1.800        77.19
GET       1.900        80.64
GET       2.000        83.68
GET       2.100        86.46
GET       2.200        88.91
GET       2.300        91.05
GET       2.400        92.59
GET       2.500        93.91
GET       2.600        94.92
GET       2.700        95.81
GET       2.800        96.49
GET       2.900        97.11
GET       3.000        97.62
GET       3.100        98.06
GET       3.200        98.40
GET       3.300        98.68
GET       3.400        98.90
GET       3.500        99.07
GET       3.600        99.23
GET       3.700        99.36
GET       3.800        99.45
GET       3.900        99.53
GET       4.000        99.59
GET       4.100        99.63
GET       4.200        99.68
GET       4.300        99.74
GET       4.400        99.77
GET       4.500        99.79
GET       4.600        99.80
GET       4.700        99.83
GET       4.800        99.85
GET       4.900        99.86
GET       5.000        99.87
GET       5.100        99.89
GET       5.200        99.90
GET       5.300        99.90
GET       5.400        99.91
GET       5.500        99.91
GET       5.600        99.92
GET       5.700        99.92
GET       5.800        99.93
GET       5.900        99.93
GET       6.200        99.93
GET       6.300        99.94
GET       6.400        99.94
GET       6.500        99.94
GET       6.600        99.95
GET       6.700        99.96
GET       6.800        99.96
GET       6.900        99.96
GET       7.000        99.97
GET       7.100        99.97
GET       7.200        99.97
GET       7.300        99.98
GET       7.400        99.98
GET       7.500        99.98
GET       8.100        99.98
GET       8.200        99.98
GET       8.300        99.99
GET      11.000       100.00
GET      13.000       100.00
---


AGGREGATED AVERAGE RESULTS (3 runs)
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          770.35          ---          ---      1.97200        73.73 
Gets         7697.62      7680.92        16.70      1.35433       721.11 
Waits           0.00          ---          ---      0.00000          --- 
