4         Threads
2         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          688.76          ---          ---      1.70900        65.92 
Gets         6884.93      6864.93        20.00      0.98300       644.81 
Waits           0.00          ---          ---      0.00000          --- 
Totals       7573.69      6864.93        20.00      1.04900       710.73 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.650         0.01
SET       0.690         0.03
SET       0.700         0.06
SET       0.710         0.12
SET       0.730         0.16
SET       0.740         0.19
SET       0.750         0.26
SET       0.760         0.41
SET       0.770         0.51
SET       0.780         0.58
SET       0.790         0.70
SET       0.800         0.91
SET       0.810         1.31
SET       0.820         1.54
SET       0.830         1.84
SET       0.840         2.29
SET       0.850         2.63
SET       0.860         3.05
SET       0.870         3.35
SET       0.880         3.80
SET       0.890         4.15
SET       0.900         4.76
SET       0.910         5.20
SET       0.920         5.84
SET       0.930         6.36
SET       0.940         6.95
SET       0.950         7.52
SET       0.960         8.01
SET       0.970         8.52
SET       0.980         9.07
SET       0.990         9.71
SET       1.000        12.82
SET       1.100        17.84
SET       1.200        23.52
SET       1.300        30.91
SET       1.400        39.92
SET       1.500        49.00
SET       1.600        56.13
SET       1.700        62.20
SET       1.800        66.84
SET       1.900        70.93
SET       2.000        75.09
SET       2.100        79.22
SET       2.200        83.12
SET       2.300        86.27
SET       2.400        88.34
SET       2.500        90.17
SET       2.600        91.72
SET       2.700        93.18
SET       2.800        94.18
SET       2.900        95.11
SET       3.000        95.95
SET       3.100        96.75
SET       3.200        97.40
SET       3.300        97.82
SET       3.400        98.11
SET       3.500        98.40
SET       3.600        98.56
SET       3.700        98.82
SET       3.800        99.04
SET       3.900        99.17
SET       4.000        99.33
SET       4.100        99.52
SET       4.200        99.54
SET       4.300        99.58
SET       4.400        99.61
SET       4.500        99.65
SET       4.600        99.67
SET       4.700        99.72
SET       4.800        99.80
SET       4.900        99.81
SET       5.000        99.85
SET       5.100        99.87
SET       5.200        99.88
SET       5.300        99.91
SET       6.300        99.93
SET       6.500        99.94
SET       7.500        99.97
SET       9.200        99.99
SET      11.000       100.00
---
GET       0.170         0.00
GET       0.200         0.00
GET       0.210         0.01
GET       0.220         0.02
GET       0.230         0.05
GET       0.240         0.09
GET       0.250         0.17
GET       0.260         0.34
GET       0.270         0.55
GET       0.280         0.88
GET       0.290         1.28
GET       0.300         1.83
GET       0.310         2.50
GET       0.320         3.35
GET       0.330         4.35
GET       0.340         5.42
GET       0.350         6.74
GET       0.360         8.14
GET       0.370         9.64
GET       0.380        11.17
GET       0.390        12.74
GET       0.400        14.30
GET       0.410        15.77
GET       0.420        17.28
GET       0.430        18.67
GET       0.440        20.04
GET       0.450        21.40
GET       0.460        22.69
