4         Threads
5         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          907.53          ---          ---      2.45000        88.32 
Gets         9065.18      6097.74      2967.44      1.94800       762.50 
Waits           0.00          ---          ---      0.00000          --- 
Totals       9972.71      6097.74      2967.44      1.99400       850.82 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.800         0.01
SET       0.860         0.02
SET       0.880         0.03
SET       0.910         0.06
SET       0.920         0.07
SET       0.930         0.08
SET       0.950         0.09
SET       0.960         0.11
SET       0.970         0.13
SET       0.980         0.14
SET       0.990         0.17
SET       1.000         0.28
SET       1.100         0.69
SET       1.200         1.60
SET       1.300         3.05
SET       1.400         5.14
SET       1.500         8.28
SET       1.600        12.44
SET       1.700        17.59
SET       1.800        22.99
SET       1.900        28.42
SET       2.000        34.16
SET       2.100        39.52
SET       2.200        45.01
SET       2.300        50.34
SET       2.400        55.58
SET       2.500        60.21
SET       2.600        64.68
SET       2.700        69.11
SET       2.800        73.15
SET       2.900        76.60
SET       3.000        80.28
SET       3.100        83.13
SET       3.200        85.89
SET       3.300        88.50
SET       3.400        90.61
SET       3.500        92.35
SET       3.600        93.85
SET       3.700        94.88
SET       3.800        95.59
SET       3.900        96.23
SET       4.000        96.94
SET       4.100        97.50
SET       4.200        97.87
SET       4.300        98.17
SET       4.400        98.41
SET       4.500        98.69
SET       4.600        98.89
SET       4.700        99.04
SET       4.800        99.16
SET       4.900        99.24
SET       5.000        99.33
SET       5.100        99.41
SET       5.200        99.46
SET       5.300        99.56
SET       5.400        99.67
SET       5.500        99.72
SET       5.600        99.77
SET       5.700        99.80
SET       5.800        99.82
SET       5.900        99.83
SET       6.000        99.88
SET       6.100        99.90
SET       6.200        99.93
SET       6.500        99.94
SET       6.600        99.96
SET       6.700        99.98
SET       6.800        99.99
SET      15.000       100.00
---
GET       0.340         0.00
GET       0.370         0.01
GET       0.380         0.01
GET       0.390         0.02
GET       0.400         0.02
GET       0.410         0.04
GET       0.420         0.05
GET       0.430         0.06
GET       0.440         0.07
GET       0.450         0.09
GET       0.460         0.12
GET       0.470         0.14
GET       0.480         0.18
GET       0.490         0.23
