4         Threads
39        Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2644.98          ---          ---      5.67400       253.16 
Gets        26375.56     26328.77        46.79      5.34100      2471.17 
Waits           0.00          ---          ---      0.00000          --- 
Totals      29020.55     26328.77        46.79      5.37100      2724.33 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.00
SET       3.300         0.01
SET       3.400         0.02
SET       3.600         0.02
SET       3.700         0.03
SET       3.900         0.07
SET       4.000         0.10
SET       4.100         0.15
SET       4.200         0.33
SET       4.300         0.63
SET       4.400         1.43
SET       4.500         2.97
SET       4.600         5.65
SET       4.700         9.73
SET       4.800        15.18
SET       4.900        22.37
SET       5.000        30.06
SET       5.100        38.14
SET       5.200        45.90
SET       5.300        53.21
SET       5.400        59.78
SET       5.500        65.08
SET       5.600        69.59
SET       5.700        73.27
SET       5.800        76.14
SET       5.900        78.78
SET       6.000        80.87
SET       6.100        82.65
SET       6.200        84.23
SET       6.300        85.57
SET       6.400        86.62
SET       6.500        87.50
SET       6.600        88.41
SET       6.700        89.05
SET       6.800        89.63
SET       6.900        90.13
SET       7.000        90.62
SET       7.100        91.18
SET       7.200        91.68
SET       7.300        92.14
SET       7.400        92.53
SET       7.500        92.91
SET       7.600        93.28
SET       7.700        93.63
SET       7.800        93.96
SET       7.900        94.21
SET       8.000        94.45
SET       8.100        94.69
SET       8.200        94.92
SET       8.300        95.12
SET       8.400        95.35
SET       8.500        95.52
SET       8.600        95.71
SET       8.700        95.86
SET       8.800        96.00
SET       8.900        96.14
SET       9.000        96.28
SET       9.100        96.38
SET       9.200        96.50
SET       9.300        96.64
SET       9.400        96.75
SET       9.500        96.86
SET       9.600        97.01
SET       9.700        97.17
SET       9.800        97.37
SET       9.900        97.54
SET      10.000        98.44
SET      11.000        99.08
SET      12.000        99.46
SET      13.000        99.65
SET      14.000        99.81
SET      15.000        99.92
SET      16.000        99.97
SET      17.000       100.00
---
GET       2.000         0.00
GET       2.100         0.00
GET       2.200         0.01
GET       2.300         0.02
GET       2.400         0.02
GET       2.500         0.04
GET       2.600         0.05
GET       2.700         0.07
GET       2.800         0.10
GET       2.900         0.13
GET       3.000         0.17
GET       3.100         0.22
GET       3.200         0.29
GET       3.300         0.39
GET       3.400         0.54
GET       3.500         0.80
GET       3.600         1.25
GET       3.700         1.99
GET       3.800         3.16
GET       3.900         4.88
GET       4.000         7.26
GET       4.100        10.29
GET       4.200        13.86
GET       4.300        17.94
GET       4.400        22.48
GET       4.500        27.25
GET       4.600        32.19
GET       4.700        37.23
GET       4.800        42.31
GET       4.900        47.32
GET       5.000        51.99
GET       5.100        56.36
GET       5.200        60.35
GET       5.300        63.92
GET       5.400        67.12
GET       5.500        69.98
GET       5.600        72.56
GET       5.700        74.84
GET       5.800        76.93
GET       5.900        78.92
GET       6.000        80.71
GET       6.100        82.33
GET       6.200        83.82
GET       6.300        85.18
GET       6.400        86.42
GET       6.500        87.56
GET       6.600        88.61
GET       6.700        89.59
GET       6.800        90.50
GET       6.900        91.32
GET       7.000        92.04
GET       7.100        92.68
GET       7.200        93.24
GET       7.300        93.69
GET       7.400        94.07
GET       7.500        94.42
GET       7.600        94.72
GET       7.700        94.98
GET       7.800        95.21
GET       7.900        95.42
GET       8.000        95.60
GET       8.100        95.78
GET       8.200        95.93
GET       8.300        96.06
GET       8.400        96.18
GET       8.500        96.30
GET       8.600        96.43
GET       8.700        96.56
GET       8.800        96.69
GET       8.900        96.82
GET       9.000        96.96
GET       9.100        97.10
GET       9.200        97.24
GET       9.300        97.38
GET       9.400        97.51
GET       9.500        97.64
GET       9.600        97.78
GET       9.700        97.91
GET       9.800        98.03
GET       9.900        98.16
GET      10.000        98.68
GET      11.000        99.24
GET      12.000        99.55
GET      13.000        99.72
GET      14.000        99.84
GET      15.000        99.93
GET      16.000        99.98
GET      17.000        99.99
GET      18.000       100.00
GET      19.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2610.97          ---          ---      5.73800       249.91 
Gets        26025.24     25978.45        46.79      5.41400      2438.33 
Waits           0.00          ---          ---      0.00000          --- 
Totals      28636.21     25978.45        46.79      5.44300      2688.24 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.000         0.01
SET       3.100         0.02
SET       3.200         0.03
SET       3.600         0.03
SET       3.700         0.03
SET       3.800         0.04
SET       3.900         0.05
SET       4.000         0.06
SET       4.100         0.09
SET       4.200         0.17
SET       4.300         0.37
SET       4.400         0.78
SET       4.500         1.81
SET       4.600         3.64
SET       4.700         6.49
SET       4.800        10.68
SET       4.900        16.50
SET       5.000        23.52
SET       5.100        31.55
SET       5.200        39.85
SET       5.300        47.79
SET       5.400        55.22
SET       5.500        61.50
SET       5.600        67.13
SET       5.700        72.09
SET       5.800        75.93
SET       5.900        79.00
SET       6.000        81.30
SET       6.100        83.11
SET       6.200        84.61
SET       6.300        85.81
SET       6.400        86.85
SET       6.500        87.67
SET       6.600        88.42
SET       6.700        89.04
SET       6.800        89.63
SET       6.900        90.06
SET       7.000        90.53
SET       7.100        90.92
SET       7.200        91.33
SET       7.300        91.76
SET       7.400        92.22
SET       7.500        92.67
SET       7.600        93.03
SET       7.700        93.30
SET       7.800        93.54
SET       7.900        93.74
SET       8.000        93.97
SET       8.100        94.15
SET       8.200        94.35
SET       8.300        94.56
SET       8.400        94.76
SET       8.500        94.95
SET       8.600        95.12
SET       8.700        95.28
SET       8.800        95.44
SET       8.900        95.58
SET       9.000        95.72
SET       9.100        95.86
SET       9.200        95.99
SET       9.300        96.14
SET       9.400        96.27
SET       9.500        96.43
SET       9.600        96.59
SET       9.700        96.73
SET       9.800        96.94
SET       9.900        97.22
SET      10.000        98.46
SET      11.000        99.21
SET      12.000        99.53
SET      13.000        99.75
SET      14.000        99.88
SET      15.000        99.92
SET      16.000        99.95
SET      17.000        99.99
SET      19.000       100.00
---
GET       1.900         0.00
GET       2.000         0.00
GET       2.100         0.01
GET       2.200         0.01
GET       2.300         0.01
GET       2.400         0.02
GET       2.500         0.03
GET       2.600         0.04
GET       2.700         0.06
GET       2.800         0.08
GET       2.900         0.11
GET       3.000         0.14
GET       3.100         0.18
GET       3.200         0.24
GET       3.300         0.30
GET       3.400         0.39
GET       3.500         0.56
GET       3.600         0.86
GET       3.700         1.38
GET       3.800         2.28
GET       3.900         3.67
GET       4.000         5.67
GET       4.100         8.34
GET       4.200        11.60
GET       4.300        15.48
GET       4.400        19.81
GET       4.500        24.40
GET       4.600        29.28
GET       4.700        34.30
GET       4.800        39.33
GET       4.900        44.37
GET       5.000        49.17
GET       5.100        53.71
GET       5.200        57.91
GET       5.300        61.76
GET       5.400        65.26
GET       5.500        68.36
GET       5.600        71.13
GET       5.700        73.65
GET       5.800        75.86
GET       5.900        77.94
GET       6.000        79.75
