4         Threads
9         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         1336.07          ---          ---      2.73200       127.87 
Gets        13342.83     13324.83        18.00      2.41900      1250.30 
Waits           0.00          ---          ---      0.00000          --- 
Totals      14678.90     13324.83        18.00      2.44700      1378.18 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.100         0.02
SET       1.200         0.14
SET       1.300         0.57
SET       1.400         1.48
SET       1.500         2.84
SET       1.600         4.65
SET       1.700         7.39
SET       1.800        10.86
SET       1.900        14.99
SET       2.000        19.60
SET       2.100        24.71
SET       2.200        30.12
SET       2.300        35.77
SET       2.400        41.03
SET       2.500        46.18
SET       2.600        51.35
SET       2.700        56.33
SET       2.800        61.50
SET       2.900        66.54
SET       3.000        71.00
SET       3.100        75.02
SET       3.200        78.54
SET       3.300        81.90
SET       3.400        84.62
SET       3.500        87.22
SET       3.600        89.37
SET       3.700        91.06
SET       3.800        92.41
SET       3.900        93.51
SET       4.000        94.22
SET       4.100        95.00
SET       4.200        95.70
SET       4.300        96.08
SET       4.400        96.41
SET       4.500        96.76
SET       4.600        97.04
SET       4.700        97.38
SET       4.800        97.69
SET       4.900        97.92
SET       5.000        98.14
SET       5.100        98.28
SET       5.200        98.42
SET       5.300        98.57
SET       5.400        98.83
SET       5.500        99.00
SET       5.600        99.18
SET       5.700        99.29
SET       5.800        99.34
SET       5.900        99.42
SET       6.000        99.44
SET       6.100        99.52
SET       6.200        99.57
SET       6.300        99.63
SET       6.400        99.73
SET       6.500        99.77
SET       6.600        99.79
SET       6.700        99.83
SET       6.800        99.86
SET       6.900        99.88
SET       7.000        99.89
SET       7.100        99.90
SET       7.200        99.92
SET       7.800        99.93
SET       8.200        99.94
SET       8.300        99.95
SET       9.500        99.96
SET      13.000       100.00
---
GET       0.420         0.00
GET       0.440         0.00
GET       0.450         0.00
GET       0.460         0.00
GET       0.470         0.00
GET       0.480         0.01
GET       0.490         0.01
GET       0.500         0.01
GET       0.510         0.01
GET       0.520         0.01
GET       0.530         0.02
GET       0.540         0.02
GET       0.550         0.02
GET       0.560         0.02
GET       0.570         0.03
GET       0.580         0.04
GET       0.590         0.05
GET       0.600         0.05
GET       0.610         0.06
GET       0.620         0.07
GET       0.630         0.08
GET       0.640         0.09
GET       0.650         0.09
GET       0.660         0.10
GET       0.670         0.12
GET       0.680         0.13
GET       0.690         0.14
GET       0.700         0.15
GET       0.710         0.17
GET       0.720         0.18
GET       0.730         0.20
GET       0.740         0.22
GET       0.750         0.23
GET       0.760         0.25
GET       0.770         0.27
GET       0.780         0.29
GET       0.790         0.32
GET       0.800         0.35
GET       0.810         0.38
GET       0.820         0.41
GET       0.830         0.43
GET       0.840         0.46
GET       0.850         0.49
GET       0.860         0.54
GET       0.870         0.57
GET       0.880         0.61
GET       0.890         0.66
GET       0.900         0.71
GET       0.910         0.75
GET       0.920         0.81
GET       0.930         0.85
GET       0.940         0.91
GET       0.950         0.98
GET       0.960         1.05
GET       0.970         1.11
GET       0.980         1.18
GET       0.990         1.26
GET       1.000         1.76
GET       1.100         2.95
GET       1.200         4.54
GET       1.300         6.49
GET       1.400         8.99
GET       1.500        12.10
GET       1.600        15.68
GET       1.700        19.92
GET       1.800        24.66
GET       1.900        29.80
GET       2.000        35.28
GET       2.100        40.88
GET       2.200        46.43
GET       2.300        51.86
GET       2.400        56.84
GET       2.500        61.67
GET       2.600        66.23
GET       2.700        70.47
GET       2.800        74.48
GET       2.900        78.12
GET       3.000        81.32
GET       3.100        84.14
GET       3.200        86.70
GET       3.300        88.90
GET       3.400        90.73
GET       3.500        92.22
GET       3.600        93.44
GET       3.700        94.40
GET       3.800        95.18
GET       3.900        95.82
GET       4.000        96.37
GET       4.100        96.86
GET       4.200        97.27
GET       4.300        97.55
GET       4.400        97.79
GET       4.500        98.03
GET       4.600        98.25
GET       4.700        98.43
GET       4.800        98.60
GET       4.900        98.75
GET       5.000        98.91
GET       5.100        99.03
GET       5.200        99.14
GET       5.300        99.24
GET       5.400        99.35
GET       5.500        99.43
GET       5.600        99.51
GET       5.700        99.57
GET       5.800        99.60
GET       5.900        99.63
GET       6.000        99.67
GET       6.100        99.70
GET       6.200        99.74
GET       6.300        99.77
GET       6.400        99.80
GET       6.500        99.83
GET       6.600        99.87
GET       6.700        99.88
GET       6.800        99.90
GET       6.900        99.91
GET       7.000        99.92
GET       7.100        99.93
GET       7.200        99.93
GET       7.300        99.94
GET       7.400        99.94
GET       7.600        99.94
GET       7.700        99.94
GET       7.800        99.95
GET       8.000        99.95
GET       8.100        99.95
GET       8.200        99.95
GET       9.400        99.95
GET       9.500        99.95
GET       9.600        99.96
GET       9.800        99.96
GET       9.900        99.96
GET      10.000        99.96
GET      12.000        99.97
GET      13.000       100.00
GET      14.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         1205.78          ---          ---      2.76200       115.40 
Gets        12039.26     12022.90        16.36      2.43600      1128.15 
Waits           0.00          ---          ---      0.00000          --- 
Totals      13245.04     12022.90        16.36      2.46500      1243.55 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.100         0.02
SET       1.200         0.12
SET       1.300         0.38
SET       1.400         0.92
SET       1.500         2.21
SET       1.600         3.87
SET       1.700         6.30
SET       1.800         9.59
SET       1.900        13.52
SET       2.000        18.11
SET       2.100        22.93
SET       2.200        28.47
SET       2.300        33.74
SET       2.400        39.13
SET       2.500        44.71
SET       2.600        49.78
SET       2.700        54.75
SET       2.800        59.65
SET       2.900        64.27
SET       3.000        68.69
SET       3.100        72.66
SET       3.200        76.54
SET       3.300        80.35
SET       3.400        83.33
SET       3.500        86.19
SET       3.600        88.65
SET       3.700        90.31
SET       3.800        91.91
SET       3.900        93.06
SET       4.000        93.99
SET       4.100        94.77
SET       4.200        95.51
SET       4.300        96.14
SET       4.400        96.68
SET       4.500        97.00
SET       4.600        97.38
SET       4.700        97.78
SET       4.800        98.18
SET       4.900        98.33
SET       5.000        98.53
SET       5.100        98.70
SET       5.200        98.93
SET       5.300        99.05
SET       5.400        99.15
SET       5.500        99.31
SET       5.600        99.41
SET       5.700        99.51
SET       5.800        99.56
SET       5.900        99.62
SET       6.000        99.67
SET       6.100        99.71
SET       6.200        99.73
SET       6.300        99.79
SET       6.400        99.81
SET       6.500        99.85
SET       6.600        99.86
SET       6.800        99.89
SET       6.900        99.92
SET       7.100        99.92
SET       7.300        99.93
SET       8.000        99.94
SET       8.100        99.95
SET      12.000        99.99
SET      13.000       100.00
---
GET       0.420         0.00
GET       0.480         0.00
GET       0.500         0.00
GET       0.510         0.01
GET       0.520         0.01
GET       0.530         0.01
GET       0.540         0.01
GET       0.550         0.01
GET       0.560         0.02
GET       0.570         0.02
GET       0.580         0.03
GET       0.590         0.03
GET       0.600         0.04
GET       0.610         0.04
GET       0.620         0.05
GET       0.630         0.06
GET       0.640         0.07
GET       0.650         0.07
GET       0.660         0.08
GET       0.670         0.09
GET       0.680         0.10
GET       0.690         0.11
GET       0.700         0.13
GET       0.710         0.14
GET       0.720         0.16
GET       0.730         0.18
GET       0.740         0.20
GET       0.750         0.22
GET       0.760         0.24
GET       0.770         0.26
GET       0.780         0.28
GET       0.790         0.31
GET       0.800         0.34
GET       0.810         0.36
GET       0.820         0.39
GET       0.830         0.42
GET       0.840         0.46
GET       0.850         0.49
GET       0.860         0.54
GET       0.870         0.59
GET       0.880         0.63
GET       0.890         0.68
GET       0.900         0.73
GET       0.910         0.78
GET       0.920         0.85
GET       0.930         0.92
GET       0.940         0.98
GET       0.950         1.05
GET       0.960         1.12
GET       0.970         1.20
GET       0.980         1.29
GET       0.990         1.37
GET       1.000         1.87
GET       1.100         3.05
GET       1.200         4.55
GET       1.300         6.42
GET       1.400         8.69
GET       1.500        11.50
GET       1.600        14.93
GET       1.700        19.14
GET       1.800        23.77
GET       1.900        28.88
GET       2.000        34.29
GET       2.100        39.77
GET       2.200        45.22
GET       2.300        50.61
GET       2.400        55.73
GET       2.500        60.55
GET       2.600        65.08
GET       2.700        69.36
GET       2.800        73.32
GET       2.900        76.97
GET       3.000        80.37
GET       3.100        83.30
GET       3.200        85.93
GET       3.300        88.21
GET       3.400        90.15
GET       3.500        91.78
GET       3.600        93.09
GET       3.700        94.19
GET       3.800        95.07
GET       3.900        95.72
GET       4.000        96.31
GET       4.100        96.80
GET       4.200        97.20
GET       4.300        97.57
GET       4.400        97.89
GET       4.500        98.16
GET       4.600        98.42
GET       4.700        98.65
GET       4.800        98.85
GET       4.900        98.98
GET       5.000        99.10
GET       5.100        99.23
GET       5.200        99.34
GET       5.300        99.44
GET       5.400        99.52
GET       5.500        99.59
GET       5.600        99.64
GET       5.700        99.70
GET       5.800        99.74
GET       5.900        99.78
GET       6.000        99.80
GET       6.100        99.83
GET       6.200        99.85
GET       6.300        99.87
GET       6.400        99.89
GET       6.500        99.90
GET       6.600        99.91
GET       6.700        99.92
GET       6.800        99.93
GET       6.900        99.94
GET       7.000        99.94
GET       7.100        99.94
GET       7.200        99.94
GET       7.300        99.94
GET       7.400        99.95
GET       7.500        99.95
GET       7.600        99.95
GET       7.700        99.95
GET       7.800        99.95
GET       7.900        99.95
GET       8.000        99.95
GET      11.000        99.95
GET      12.000       100.00
GET      13.000       100.00
---


AGGREGATED AVERAGE RESULTS (3 runs)
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         1260.69          ---          ---      2.72533       120.66 
Gets        12590.17     12573.26        16.91      2.40733      1179.78 
Waits           0.00          ---          ---      0.00000          --- 
Totals      13850.86     12573.26        16.91      2.43600      1300.44 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.000         0.01
SET       1.100         0.04
SET       1.200         0.18
SET       1.300         0.58
SET       1.400         1.40
SET       1.500         2.84
SET       1.600         4.73
SET       1.700         7.42
SET       1.800        11.06
SET       1.900        15.18
SET       2.000        19.75
SET       2.100        24.72
SET       2.200        30.17
SET       2.300        35.68
SET       2.400        41.03
SET       2.500        46.22
SET       2.600        51.46
SET       2.700        56.60
SET       2.800        61.66
SET       2.900        66.50
SET       3.000        70.90
SET       3.100        74.93
SET       3.200        78.49
SET       3.300        81.89
SET       3.400        84.64
SET       3.500        87.24
SET       3.600        89.43
SET       3.700        91.04
SET       3.800        92.45
SET       3.900        93.58
SET       4.000        94.41
SET       4.100        95.17
SET       4.200        95.81
SET       4.300        96.29
SET       4.400        96.69
SET       4.500        97.01
SET       4.600        97.32
SET       4.700        97.65
SET       4.800        97.97
SET       4.900        98.18
SET       5.000        98.41
SET       5.100        98.58
SET       5.200        98.78
SET       5.300        98.91
SET       5.400        99.06
SET       5.500        99.20
SET       5.600        99.32
SET       5.700        99.43
SET       5.800        99.49
SET       5.900        99.57
SET       6.000        99.60
SET       6.100        99.65
SET       6.200        99.68
SET       6.300        99.73
SET       6.400        99.77
SET       6.500        99.80
SET       6.600        99.83
SET       6.700        99.86
SET       6.800        99.88
SET       6.900        99.89
SET       7.000        99.91
SET       7.100        99.91
SET       7.200        99.92
SET       7.300        99.93
SET       7.400        99.93
SET       7.500        99.94
SET       7.600        99.94
SET       7.800        99.95
SET       8.000        99.95
SET       8.100        99.95
SET       8.200        99.95
SET       8.300        99.96
SET       9.500        99.96
SET      11.000        99.96
SET      12.000        99.98
SET      13.000       100.00
---
GET       0.420         0.00
GET       0.440         0.00
GET       0.450         0.00
GET       0.460         0.00
GET       0.470         0.00
GET       0.480         0.00
GET       0.490         0.01
GET       0.500         0.01
GET       0.510         0.01
GET       0.520         0.01
GET       0.530         0.02
GET       0.540         0.02
GET       0.550         0.02
GET       0.560         0.03
GET       0.570         0.03
GET       0.580         0.04
GET       0.590         0.04
GET       0.600         0.05
GET       0.610         0.06
GET       0.620         0.06
GET       0.630         0.07
GET       0.640         0.08
GET       0.650         0.09
GET       0.660         0.10
GET       0.670         0.11
GET       0.680         0.13
GET       0.690         0.14
GET       0.700         0.16
GET       0.710         0.18
GET       0.720         0.19
GET       0.730         0.21
GET       0.740         0.23
GET       0.750         0.25
GET       0.760         0.28
GET       0.770         0.30
GET       0.780         0.33
GET       0.790         0.36
GET       0.800         0.39
GET       0.810         0.42
GET       0.820         0.45
GET       0.830         0.48
GET       0.840         0.52
GET       0.850         0.56
GET       0.860         0.60
GET       0.870         0.65
GET       0.880         0.69
GET       0.890         0.75
GET       0.900         0.80
GET       0.910         0.85
GET       0.920         0.92
GET       0.930         0.98
GET       0.940         1.04
GET       0.950         1.12
GET       0.960         1.19
GET       0.970         1.26
GET       0.980         1.35
GET       0.990         1.44
GET       1.000         1.97
GET       1.100         3.19
GET       1.200         4.82
GET       1.300         6.83
GET       1.400         9.32
GET       1.500        12.40
GET       1.600        16.03
GET       1.700        20.41
GET       1.800        25.22
GET       1.900        30.37
GET       2.000        35.82
GET       2.100        41.40
GET       2.200        46.90
GET       2.300        52.33
GET       2.400        57.38
GET       2.500        62.14
GET       2.600        66.62
GET       2.700        70.80
GET       2.800        74.75
GET       2.900        78.32
GET       3.000        81.55
GET       3.100        84.36
GET       3.200        86.85
GET       3.300        88.99
GET       3.400        90.80
GET       3.500        92.30
GET       3.600        93.51
GET       3.700        94.50
GET       3.800        95.31
GET       3.900        95.96
GET       4.000        96.50
GET       4.100        96.95
GET       4.200        97.31
GET       4.300        97.61
GET       4.400        97.88
GET       4.500        98.12
GET       4.600        98.34
GET       4.700        98.55
GET       4.800        98.74
GET       4.900        98.89
GET       5.000        99.03
GET       5.100        99.16
GET       5.200        99.26
GET       5.300        99.36
GET       5.400        99.45
GET       5.500        99.52
GET       5.600        99.58
GET       5.700        99.64
GET       5.800        99.68
GET       5.900        99.72
GET       6.000        99.74
GET       6.100        99.77
GET       6.200        99.80
GET       6.300        99.82
GET       6.400        99.85
GET       6.500        99.87
GET       6.600        99.89
GET       6.700        99.90
GET       6.800        99.91
GET       6.900        99.92
GET       7.000        99.93
GET       7.100        99.93
GET       7.200        99.94
GET       7.300        99.94
GET       7.400        99.94
GET       7.500        99.94
GET       7.600        99.94
GET       7.700        99.95
GET       7.800        99.95
GET       7.900        99.95
GET       8.000        99.95
GET       8.100        99.95
GET       8.200        99.95
GET       8.400        99.95
GET       8.600        99.95
GET       8.700        99.95
GET       9.400        99.95
GET       9.500        99.95
GET       9.600        99.95
GET       9.700        99.95
GET       9.800        99.95
GET       9.900        99.95
GET      10.000        99.96
GET      11.000        99.96
GET      12.000        99.98
GET      13.000       100.00
GET      14.000       100.00
---
