4         Threads
5         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          981.84          ---          ---      2.29500        93.97 
Gets         9806.08      9791.83        14.24      1.84300       918.86 
Waits           0.00          ---          ---      0.00000          --- 
Totals      10787.91      9791.83        14.24      1.88400      1012.83 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.850         0.01
SET       0.950         0.03
SET       0.990         0.07
SET       1.000         0.27
SET       1.100         1.15
SET       1.200         2.61
SET       1.300         4.65
SET       1.400         7.97
SET       1.500        12.13
SET       1.600        17.61
SET       1.700        24.15
SET       1.800        30.85
SET       1.900        37.41
SET       2.000        43.39
SET       2.100        49.30
SET       2.200        55.29
SET       2.300        60.42
SET       2.400        65.10
SET       2.500        69.13
SET       2.600        73.02
SET       2.700        76.74
SET       2.800        80.22
SET       2.900        83.89
SET       3.000        86.65
SET       3.100        88.85
SET       3.200        90.67
SET       3.300        92.01
SET       3.400        93.30
SET       3.500        94.30
SET       3.600        95.24
SET       3.700        96.05
SET       3.800        96.54
SET       3.900        97.02
SET       4.000        97.30
SET       4.100        97.73
SET       4.200        98.10
SET       4.300        98.34
SET       4.400        98.46
SET       4.500        98.65
SET       4.600        98.81
SET       4.700        98.98
SET       4.800        99.10
SET       4.900        99.29
SET       5.000        99.37
SET       5.100        99.42
SET       5.200        99.49
SET       5.300        99.55
SET       5.400        99.60
SET       5.500        99.62
SET       5.600        99.67
SET       5.700        99.76
SET       5.800        99.77
SET       5.900        99.82
SET       6.000        99.85
SET       6.200        99.87
SET       6.400        99.88
SET       6.500        99.90
SET       6.700        99.93
SET       6.800        99.94
SET       7.100        99.96
SET       7.300        99.97
SET      11.000       100.00
---
GET       0.290         0.00
GET       0.320         0.00
GET       0.350         0.00
GET       0.360         0.01
GET       0.370         0.01
GET       0.380         0.02
GET       0.390         0.03
GET       0.400         0.04
GET       0.410         0.05
GET       0.420         0.07
GET       0.430         0.09
GET       0.440         0.12
GET       0.450         0.15
GET       0.460         0.19
GET       0.470         0.25
GET       0.480         0.31
GET       0.490         0.39
GET       0.500         0.46
GET       0.510         0.57
GET       0.520         0.68
GET       0.530         0.79
GET       0.540         0.92
GET       0.550         1.07
GET       0.560         1.22
GET       0.570         1.39
GET       0.580         1.56
GET       0.590         1.75
GET       0.600         1.95
GET       0.610         2.19
GET       0.620         2.43
GET       0.630         2.71
GET       0.640         2.96
GET       0.650         3.23
GET       0.660         3.49
GET       0.670         3.74
GET       0.680         3.99
GET       0.690         4.28
GET       0.700         4.57
GET       0.710         4.83
GET       0.720         5.13
GET       0.730         5.43
GET       0.740         5.76
GET       0.750         6.07
GET       0.760         6.38
GET       0.770         6.67
GET       0.780         6.98
GET       0.790         7.33
GET       0.800         7.68
GET       0.810         8.03
GET       0.820         8.37
GET       0.830         8.69
GET       0.840         9.00
GET       0.850         9.32
GET       0.860         9.62
GET       0.870         9.95
GET       0.880        10.25
GET       0.890        10.57
GET       0.900        10.95
GET       0.910        11.26
GET       0.920        11.57
GET       0.930        11.92
GET       0.940        12.23
GET       0.950        12.54
GET       0.960        12.88
GET       0.970        13.19
GET       0.980        13.56
GET       0.990        13.86
GET       1.000        15.76
GET       1.100        19.15
GET       1.200        23.05
GET       1.300        27.58
GET       1.400        32.54
GET       1.500        37.85
GET       1.600        43.31
GET       1.700        48.96
GET       1.800        54.59
GET       1.900        59.89
GET       2.000        64.87
GET       2.100        69.44
GET       2.200        73.79
GET       2.300        77.72
GET       2.400        81.15
GET       2.500        83.91
GET       2.600        86.37
GET       2.700        88.60
GET       2.800        90.59
GET       2.900        92.23
GET       3.000        93.56
GET       3.100        94.68
GET       3.200        95.56
GET       3.300        96.32
GET       3.400        96.90
GET       3.500        97.46
GET       3.600        97.84
GET       3.700        98.17
GET       3.800        98.42
GET       3.900        98.63
GET       4.000        98.84
GET       4.100        98.99
GET       4.200        99.12
GET       4.300        99.23
GET       4.400        99.32
GET       4.500        99.40
GET       4.600        99.48
GET       4.700        99.55
GET       4.800        99.60
GET       4.900        99.63
GET       5.000        99.69
GET       5.100        99.72
GET       5.200        99.76
GET       5.300        99.79
GET       5.400        99.82
GET       5.500        99.84
GET       5.600        99.86
GET       5.700        99.88
