4         Threads
1         Connections per thread
10        Seconds


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          570.68          ---          ---      1.31900        54.62 
Gets         5703.88      5688.68        15.20      0.56100       534.24 
Waits           0.00          ---          ---      0.00000          --- 
Totals       6274.56      5688.68        15.20      0.63000       588.86 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.600         0.02
SET       0.630         0.07
SET       0.660         0.11
SET       0.670         0.25
SET       0.680         0.33
SET       0.690         0.61
SET       0.700         0.89
SET       0.710         1.35
SET       0.720         1.82
SET       0.730         2.16
SET       0.740         2.89
SET       0.750         3.96
SET       0.760         5.03
SET       0.770         5.94
SET       0.780         7.20
SET       0.790         8.24
SET       0.800         9.34
SET       0.810        10.86
SET       0.820        11.95
SET       0.830        13.28
SET       0.840        14.53
SET       0.850        15.59
SET       0.860        17.12
SET       0.870        18.59
SET       0.880        19.71
SET       0.890        21.03
SET       0.900        22.03
SET       0.910        22.90
SET       0.920        23.95
SET       0.930        24.74
SET       0.940        25.83
SET       0.950        26.69
SET       0.960        27.37
SET       0.970        28.21
SET       0.980        29.16
SET       0.990        29.63
SET       1.000        33.22
SET       1.100        39.69
SET       1.200        49.54
SET       1.300        61.28
SET       1.400        70.32
SET       1.500        76.31
SET       1.600        80.37
SET       1.700        83.42
SET       1.800        86.39
SET       1.900        89.35
SET       2.000        92.04
SET       2.100        94.22
SET       2.200        95.72
SET       2.300        96.65
SET       2.400        97.30
SET       2.500        97.67
SET       2.600        98.18
SET       2.700        98.56
SET       2.800        98.91
SET       2.900        99.09
SET       3.000        99.33
SET       3.100        99.51
SET       3.200        99.60
SET       3.300        99.65
SET       3.400        99.70
SET       3.500        99.75
SET       3.600        99.79
SET       3.700        99.86
SET       3.800        99.91
SET       4.100        99.93
SET       4.300        99.95
SET       4.600        99.98
SET       4.800       100.00
---
GET       0.150         0.00
GET       0.160         0.02
GET       0.170         0.05
GET       0.180         0.18
GET       0.190         0.48
GET       0.200         1.17
GET       0.210         2.40
GET       0.220         4.35
GET       0.230         6.99
GET       0.240        10.06
GET       0.250        13.30
GET       0.260        16.90
GET       0.270        20.61
GET       0.280        24.03
GET       0.290        27.11
GET       0.300        30.17
GET       0.310        33.05
GET       0.320        35.79
GET       0.330        38.36
GET       0.340        40.92
GET       0.350        43.34
GET       0.360        45.67
GET       0.370        47.81
GET       0.380        49.88
GET       0.390        51.76
GET       0.400        53.60
GET       0.410        55.50
GET       0.420        57.21
GET       0.430        58.79
GET       0.440        60.23
GET       0.450        61.61
GET       0.460        62.90
GET       0.470        64.08
GET       0.480        65.12
GET       0.490        66.06
GET       0.500        67.02
GET       0.510        67.90
GET       0.520        68.79
GET       0.530        69.52
GET       0.540        70.24
GET       0.550        70.91
GET       0.560        71.49
GET       0.570        72.02
GET       0.580        72.55
GET       0.590        73.02
GET       0.600        73.51
GET       0.610        73.97
GET       0.620        74.37
GET       0.630        74.79
GET       0.640        75.14
GET       0.650        75.48
GET       0.660        75.82
GET       0.670        76.15
GET       0.680        76.47
GET       0.690        76.77
GET       0.700        77.04
GET       0.710        77.31
GET       0.720        77.63
GET       0.730        77.91
GET       0.740        78.21
GET       0.750        78.49
GET       0.760        78.77
GET       0.770        79.09
GET       0.780        79.37
GET       0.790        79.65
GET       0.800        79.91
GET       0.810        80.19
GET       0.820        80.47
GET       0.830        80.72
GET       0.840        80.99
GET       0.850        81.21
GET       0.860        81.41
GET       0.870        81.66
GET       0.880        81.84
GET       0.890        82.08
GET       0.900        82.31
GET       0.910        82.54
