4         Threads
20        Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          556.65          ---          ---     13.87400        53.39 
Gets         5560.36      4954.22       606.14     12.99500       501.63 
Waits           0.00          ---          ---      0.00000          --- 
Totals       6117.01      4954.22       606.14     13.07500       555.02 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.200         0.00
SET       1.400         0.00
SET       1.500         0.01
SET       1.600         0.01
SET       1.700         0.01
SET       1.800         0.01
SET       1.900         0.01
SET       2.000         0.02
SET       2.100         0.03
SET       2.200         0.04
SET       2.300         0.04
SET       2.400         0.07
SET       2.500         0.12
SET       2.600         0.23
SET       2.700         0.45
SET       2.800         0.95
SET       2.900         1.81
SET       3.000         3.17
SET       3.100         5.21
SET       3.200         7.92
SET       3.300        11.44
SET       3.400        15.76
SET       3.500        20.64
SET       3.600        25.64
SET       3.700        30.35
SET       3.800        34.78
SET       3.900        38.57
SET       4.000        42.12
SET       4.100        45.28
SET       4.200        48.10
SET       4.300        50.63
SET       4.400        53.06
SET       4.500        55.05
SET       4.600        57.07
SET       4.700        59.00
SET       4.800        60.73
SET       4.900        62.43
SET       5.000        63.93
SET       5.100        65.44
SET       5.200        66.89
SET       5.300        68.32
SET       5.400        69.77
SET       5.500        71.08
SET       5.600        72.35
SET       5.700        73.57
SET       5.800        74.76
SET       5.900        75.84
SET       6.000        76.80
SET       6.100        77.73
SET       6.200        78.65
SET       6.300        79.48
SET       6.400        80.16
SET       6.500        80.79
SET       6.600        81.45
SET       6.700        81.99
SET       6.800        82.45
SET       6.900        82.90
SET       7.000        83.27
SET       7.100        83.62
SET       7.200        83.91
SET       7.300        84.15
SET       7.400        84.41
SET       7.500        84.60
SET       7.600        84.83
SET       7.700        85.01
SET       7.800        85.19
SET       7.900        85.34
SET       8.000        85.44
SET       8.100        85.55
SET       8.200        85.62
SET       8.300        85.68
SET       8.400        85.73
SET       8.500        85.77
SET       8.600        85.81
SET       8.700        85.86
SET       8.800        85.90
SET       8.900        85.92
SET       9.000        85.94
SET       9.100        85.96
SET       9.200        85.98
SET       9.300        86.00
SET       9.400        86.01
SET       9.500        86.02
SET       9.600        86.03
SET       9.700        86.04
SET       9.800        86.05
SET       9.900        86.05
SET      10.000        86.08
SET      11.000        86.11
SET      12.000        86.11
SET      13.000        86.12
SET      14.000        86.12
SET      15.000        86.12
SET      16.000        86.13
SET      17.000        86.13
SET      18.000        86.14
SET      19.000        86.14
SET      20.000        86.16
SET      21.000        86.16
SET      22.000        86.16
SET      23.000        86.16
SET      24.000        86.17
SET      44.000        86.18
SET      45.000        86.23
SET      46.000        86.26
SET      47.000        86.28
SET      62.000        86.28
SET      63.000        86.28
SET      64.000        86.30
SET      65.000        86.34
SET      66.000        86.37
SET      67.000        86.44
SET      68.000        86.91
SET      69.000        88.29
SET      70.000        89.69
SET      71.000        90.69
SET      72.000        92.11
SET      73.000        94.23
SET      74.000        96.27
SET      75.000        97.66
SET      76.000        98.48
SET      77.000        99.09
SET      78.000        99.66
SET      79.000        99.89
SET      80.000        99.97
SET      81.000        99.99
SET      82.000       100.00
SET      83.000       100.00
---
GET       0.250         0.00
GET       0.260         0.00
GET       0.270         0.00
GET       0.290         0.00
GET       0.310         0.00
GET       0.320         0.00
GET       0.330         0.00
GET       0.340         0.00
GET       0.350         0.00
GET       0.380         0.00
GET       0.390         0.00
GET       0.400         0.00
GET       0.410         0.00
GET       0.420         0.00
GET       0.440         0.00
GET       0.450         0.00
GET       0.470         0.00
GET       0.520         0.00
GET       0.530         0.00
GET       0.550         0.00
GET       0.590         0.00
GET       0.660         0.00
GET       0.670         0.00
GET       0.770         0.00
GET       0.830         0.00
GET       0.840         0.00
GET       0.880         0.01
GET       0.900         0.01
GET       0.920         0.01
GET       0.930         0.01
GET       0.940         0.01
GET       0.950         0.01
GET       0.970         0.01
GET       0.980         0.01
GET       0.990         0.01
GET       1.000         0.01
GET       1.100         0.01
GET       1.200         0.01
GET       1.300         0.03
GET       1.400         0.07
GET       1.500         0.13
GET       1.600         0.22
GET       1.700         0.33
GET       1.800         0.44
GET       1.900         0.56
GET       2.000         0.70
GET       2.100         0.85
GET       2.200         1.04
GET       2.300         1.27
GET       2.400         1.61
GET       2.500         2.17
GET       2.600         3.06
GET       2.700         4.38
GET       2.800         6.33
GET       2.900         8.92
GET       3.000        12.21
GET       3.100        16.04
GET       3.200        20.22
GET       3.300        24.49
GET       3.400        28.69
GET       3.500        32.69
GET       3.600        36.39
GET       3.700        39.81
GET       3.800        42.94
GET       3.900        45.87
GET       4.000        48.62
GET       4.100        51.23
GET       4.200        53.66
GET       4.300        55.98
GET       4.400        58.22
GET       4.500        60.28
GET       4.600        62.25
GET       4.700        64.09
GET       4.800        65.84
GET       4.900        67.49
GET       5.000        69.05
GET       5.100        70.51
GET       5.200        71.87
GET       5.300        73.16
GET       5.400        74.36
GET       5.500        75.46
GET       5.600        76.49
GET       5.700        77.44
GET       5.800        78.33
GET       5.900        79.16
GET       6.000        79.90
GET       6.100        80.60
GET       6.200        81.21
GET       6.300        81.79
GET       6.400        82.30
GET       6.500        82.78
GET       6.600        83.21
GET       6.700        83.58
GET       6.800        83.94
GET       6.900        84.26
GET       7.000        84.56
GET       7.100        84.83
GET       7.200        85.07
GET       7.300        85.29
GET       7.400        85.47
GET       7.500        85.65
GET       7.600        85.80
GET       7.700        85.94
GET       7.800        86.08
GET       7.900        86.19
GET       8.000        86.29
GET       8.100        86.38
GET       8.200        86.47
GET       8.300        86.54
GET       8.400        86.60
GET       8.500        86.65
GET       8.600        86.70
GET       8.700        86.74
GET       8.800        86.77
GET       8.900        86.80
GET       9.000        86.83
GET       9.100        86.85
GET       9.200        86.87
GET       9.300        86.89
GET       9.400        86.90
GET       9.500        86.92
GET       9.600        86.93
GET       9.700        86.94
GET       9.800        86.95
GET       9.900        86.95
GET      10.000        86.98
GET      11.000        87.00
GET      12.000        87.00
GET      13.000        87.01
GET      14.000        87.01
GET      15.000        87.01
GET      16.000        87.02
GET      17.000        87.02
GET      18.000        87.03
GET      19.000        87.04
GET      20.000        87.04
GET      21.000        87.05
GET      22.000        87.05
GET      23.000        87.05
GET      24.000        87.05
GET      59.000        87.05
GET      60.000        87.05
GET      61.000        87.05
GET      62.000        87.05
GET      63.000        87.06
GET      64.000        87.10
GET      65.000        87.14
GET      66.000        87.20
GET      67.000        87.40
GET      68.000        88.30
GET      69.000        89.71
GET      70.000        91.03
GET      71.000        92.03
GET      72.000        93.57
GET      73.000        95.55
GET      74.000        97.18
GET      75.000        98.17
GET      76.000        98.86
GET      77.000        99.39
GET      78.000        99.75
GET      79.000        99.91
GET      80.000        99.97
GET      81.000        99.99
GET      82.000       100.00
GET      83.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets          518.62          ---          ---     14.97000        49.63 
Gets         5180.46      5180.46         0.00     13.93300       485.67 
Waits           0.00          ---          ---      0.00000          --- 
Totals       5699.08      5180.46         0.00     14.02700       535.30 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.800         0.00
SET       0.810         0.00
SET       0.840         0.00
SET       1.200         0.01
SET       1.300         0.01
SET       1.400         0.01
SET       1.500         0.02
SET       1.600         0.02
SET       1.700         0.02
SET       1.800         0.02
SET       1.900         0.03
SET       2.000         0.03
SET       2.100         0.04
SET       2.200         0.05
SET       2.300         0.07
SET       2.400         0.08
SET       2.500         0.14
SET       2.600         0.25
SET       2.700         0.52
SET       2.800         1.03
SET       2.900         1.81
SET       3.000         3.13
SET       3.100         4.97
SET       3.200         7.56
SET       3.300        10.92
SET       3.400        14.77
SET       3.500        19.15
SET       3.600        23.63
SET       3.700        28.04
SET       3.800        32.08
SET       3.900        35.63
SET       4.000        38.86
SET       4.100        41.62
SET       4.200        44.13
SET       4.300        46.39
SET       4.400        48.32
SET       4.500        50.12
SET       4.600        51.81
SET       4.700        53.36
SET       4.800        54.98
SET       4.900        56.58
SET       5.000        57.88
SET       5.100        59.20
SET       5.200        60.42
SET       5.300        61.65
SET       5.400        62.88
SET       5.500        64.03
SET       5.600        65.14
SET       5.700        66.23
SET       5.800        67.29
SET       5.900        68.31
SET       6.000        69.17
SET       6.100        70.05
SET       6.200        70.91
SET       6.300        71.66
SET       6.400        72.35
SET       6.500        73.08
SET       6.600        73.78
SET       6.700        74.45
SET       6.800        75.05
SET       6.900        75.61
SET       7.000        76.11
SET       7.100        76.59
SET       7.200        77.02
SET       7.300        77.44
SET       7.400        77.84
SET       7.500        78.23
SET       7.600        78.62
SET       7.700        78.98
SET       7.800        79.30
SET       7.900        79.63
SET       8.000        79.92
SET       8.100        80.20
SET       8.200        80.49
SET       8.300        80.78
SET       8.400        81.05
SET       8.500        81.29
SET       8.600        81.51
SET       8.700        81.67
SET       8.800        81.84
SET       8.900        81.98
SET       9.000        82.16
SET       9.100        82.32
SET       9.200        82.43
SET       9.300        82.55
SET       9.400        82.65
SET       9.500        82.76
SET       9.600        82.86
SET       9.700        82.95
SET       9.800        83.03
SET       9.900        83.12
SET      10.000        83.48
SET      11.000        83.88
SET      12.000        84.24
SET      13.000        84.51
SET      14.000        84.70
SET      15.000        84.77
SET      16.000        84.83
SET      17.000        84.88
SET      18.000        84.91
SET      19.000        84.91
SET      20.000        84.91
SET      21.000        84.94
SET      22.000        84.95
SET      23.000        84.95
SET      52.000        84.96
SET      54.000        84.96
SET      55.000        84.96
SET      56.000        84.97
SET      57.000        84.98
SET      58.000        84.98
SET      59.000        84.98
SET      60.000        85.00
SET      61.000        85.04
SET      62.000        85.15
SET      63.000        85.21
SET      64.000        85.29
SET      65.000        85.46
SET      66.000        85.72
SET      67.000        85.90
SET      68.000        86.59
SET      69.000        87.99
SET      70.000        89.49
SET      71.000        90.83
SET      72.000        92.44
