4         Threads
20        Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2064.07          ---          ---      3.73900       197.54 
Gets        20618.06     20618.06         0.00      3.49300      1932.94 
Waits           0.00          ---          ---      0.00000          --- 
Totals      22682.13     20618.06         0.00      3.51600      2130.48 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.920         0.00
SET       0.960         0.00
SET       1.000         0.00
SET       1.100         0.01
SET       1.200         0.01
SET       1.300         0.01
SET       1.400         0.02
SET       1.500         0.02
SET       1.600         0.02
SET       1.700         0.03
SET       1.800         0.04
SET       1.900         0.04
SET       2.000         0.08
SET       2.100         0.15
SET       2.200         0.28
SET       2.300         0.60
SET       2.400         1.33
SET       2.500         2.74
SET       2.600         5.04
SET       2.700         8.37
SET       2.800        12.82
SET       2.900        17.93
SET       3.000        23.63
SET       3.100        29.70
SET       3.200        35.94
SET       3.300        41.84
SET       3.400        47.15
SET       3.500        52.10
SET       3.600        56.56
SET       3.700        60.65
SET       3.800        64.31
SET       3.900        67.84
SET       4.000        71.02
SET       4.100        74.00
SET       4.200        76.69
SET       4.300        79.07
SET       4.400        81.19
SET       4.500        83.00
SET       4.600        84.93
SET       4.700        86.69
SET       4.800        88.31
SET       4.900        89.74
SET       5.000        91.01
SET       5.100        92.20
SET       5.200        93.20
SET       5.300        94.06
SET       5.400        94.79
SET       5.500        95.41
SET       5.600        95.98
SET       5.700        96.49
SET       5.800        96.90
SET       5.900        97.30
SET       6.000        97.60
SET       6.100        97.86
SET       6.200        98.09
SET       6.300        98.33
SET       6.400        98.49
SET       6.500        98.67
SET       6.600        98.80
SET       6.700        98.91
SET       6.800        99.03
SET       6.900        99.12
SET       7.000        99.19
SET       7.100        99.28
SET       7.200        99.35
SET       7.300        99.41
SET       7.400        99.46
SET       7.500        99.52
SET       7.600        99.56
SET       7.700        99.61
SET       7.800        99.65
SET       7.900        99.67
SET       8.000        99.70
SET       8.100        99.71
SET       8.200        99.74
SET       8.300        99.75
SET       8.400        99.76
SET       8.500        99.77
SET       8.600        99.78
SET       8.700        99.79
SET       8.800        99.81
SET       8.900        99.82
SET       9.000        99.82
SET       9.100        99.83
SET       9.200        99.84
SET       9.300        99.85
SET       9.400        99.85
SET       9.500        99.86
SET       9.600        99.86
