4         Threads
20        Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2079.62          ---          ---      3.76000       199.47 
Gets        20773.33     18507.74      2265.58      3.47100      1874.05 
Waits           0.00          ---          ---      0.00000          --- 
Totals      22852.94     18507.74      2265.58      3.49800      2073.51 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.940         0.00
SET       1.200         0.01
SET       1.300         0.01
SET       1.400         0.02
SET       1.600         0.02
SET       1.700         0.03
SET       1.800         0.03
SET       1.900         0.05
SET       2.000         0.06
SET       2.100         0.13
SET       2.200         0.31
SET       2.300         0.67
SET       2.400         1.42
SET       2.500         2.88
SET       2.600         5.21
SET       2.700         8.48
SET       2.800        12.74
SET       2.900        17.58
SET       3.000        22.99
SET       3.100        28.59
SET       3.200        34.29
SET       3.300        39.89
SET       3.400        45.26
SET       3.500        50.43
SET       3.600        55.08
SET       3.700        59.58
SET       3.800        63.83
SET       3.900        67.72
SET       4.000        71.18
SET       4.100        74.29
SET       4.200        77.19
SET       4.300        79.90
SET       4.400        82.36
SET       4.500        84.37
SET       4.600        86.27
SET       4.700        87.85
SET       4.800        89.24
SET       4.900        90.46
SET       5.000        91.54
SET       5.100        92.46
SET       5.200        93.29
SET       5.300        94.08
SET       5.400        94.69
SET       5.500        95.23
SET       5.600        95.77
SET       5.700        96.18
SET       5.800        96.54
SET       5.900        96.93
SET       6.000        97.25
SET       6.100        97.55
SET       6.200        97.82
SET       6.300        98.04
SET       6.400        98.27
SET       6.500        98.46
SET       6.600        98.61
SET       6.700        98.74
SET       6.800        98.86
SET       6.900        98.96
SET       7.000        99.05
SET       7.100        99.13
SET       7.200        99.21
SET       7.300        99.28
SET       7.400        99.35
SET       7.500        99.40
SET       7.600        99.44
SET       7.700        99.48
SET       7.800        99.50
SET       7.900        99.53
SET       8.000        99.55
SET       8.100        99.58
SET       8.200        99.59
SET       8.300        99.61
SET       8.400        99.64
SET       8.500        99.65
SET       8.600        99.66
SET       8.700        99.67
SET       8.800        99.68
SET       8.900        99.70
SET       9.000        99.70
SET       9.100        99.71
SET       9.200        99.73
SET       9.300        99.74
SET       9.400        99.75
SET       9.500        99.76
SET       9.600        99.77
