4         Threads
20        Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2056.65          ---          ---      3.77200       196.83 
Gets        20543.85     20543.85         0.00      3.51600      1925.99 
Waits           0.00          ---          ---      0.00000          --- 
Totals      22600.50     20543.85         0.00      3.53900      2122.81 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.930         0.00
SET       1.100         0.00
SET       1.200         0.01
SET       1.300         0.01
SET       1.400         0.02
SET       1.500         0.02
SET       1.600         0.03
SET       1.700         0.04
SET       1.800         0.05
SET       1.900         0.05
SET       2.000         0.08
SET       2.100         0.14
SET       2.200         0.27
SET       2.300         0.61
SET       2.400         1.35
SET       2.500         2.72
SET       2.600         5.01
SET       2.700         8.36
SET       2.800        12.60
SET       2.900        17.77
SET       3.000        23.42
SET       3.100        29.32
SET       3.200        35.27
SET       3.300        40.87
SET       3.400        46.14
SET       3.500        50.89
SET       3.600        55.17
SET       3.700        59.19
SET       3.800        62.89
SET       3.900        66.43
SET       4.000        69.64
SET       4.100        72.61
SET       4.200        75.27
SET       4.300        77.85
SET       4.400        80.13
SET       4.500        82.23
SET       4.600        84.12
SET       4.700        85.87
SET       4.800        87.52
SET       4.900        89.01
SET       5.000        90.28
SET       5.100        91.38
SET       5.200        92.37
SET       5.300        93.21
SET       5.400        94.03
SET       5.500        94.64
SET       5.600        95.26
SET       5.700        95.74
SET       5.800        96.20
SET       5.900        96.62
SET       6.000        96.96
SET       6.100        97.30
SET       6.200        97.60
SET       6.300        97.89
SET       6.400        98.12
SET       6.500        98.30
SET       6.600        98.48
SET       6.700        98.62
SET       6.800        98.78
SET       6.900        98.91
SET       7.000        99.02
SET       7.100        99.12
SET       7.200        99.23
SET       7.300        99.33
SET       7.400        99.41
SET       7.500        99.47
SET       7.600        99.54
SET       7.700        99.59
SET       7.800        99.63
SET       7.900        99.66
SET       8.000        99.69
SET       8.100        99.71
SET       8.200        99.72
SET       8.300        99.74
SET       8.400        99.76
SET       8.500        99.78
SET       8.600        99.80
SET       8.700        99.81
SET       8.800        99.81
SET       8.900        99.82
SET       9.000        99.82
SET       9.100        99.83
SET       9.200        99.84
SET       9.300        99.84
SET       9.400        99.85
