4         Threads
20        Connections per thread
10000     Requests per client


BEST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         2111.55          ---          ---      3.79200       202.53 
Gets        21092.35     18792.06      2300.29      3.49200      1902.83 
Waits           0.00          ---          ---      0.00000          --- 
Totals      23203.90     18792.06      2300.29      3.51900      2105.36 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.810         0.00
SET       1.200         0.00
SET       1.300         0.00
SET       1.400         0.01
SET       1.500         0.01
SET       1.600         0.02
SET       1.700         0.02
SET       1.800         0.02
SET       1.900         0.03
SET       2.000         0.04
SET       2.100         0.10
SET       2.200         0.26
SET       2.300         0.64
SET       2.400         1.33
SET       2.500         2.74
SET       2.600         5.02
SET       2.700         8.37
SET       2.800        12.71
SET       2.900        17.74
SET       3.000        23.49
SET       3.100        29.47
SET       3.200        35.48
SET       3.300        41.12
SET       3.400        46.51
SET       3.500        51.23
SET       3.600        55.70
SET       3.700        59.85
SET       3.800        63.54
SET       3.900        67.11
SET       4.000        70.30
SET       4.100        73.24
SET       4.200        75.98
SET       4.300        78.51
SET       4.400        80.83
SET       4.500        82.84
SET       4.600        84.67
SET       4.700        86.48
SET       4.800        87.95
SET       4.900        89.37
SET       5.000        90.60
SET       5.100        91.72
SET       5.200        92.71
SET       5.300        93.56
SET       5.400        94.32
SET       5.500        94.95
SET       5.600        95.49
SET       5.700        95.98
SET       5.800        96.41
SET       5.900        96.82
SET       6.000        97.11
SET       6.100        97.39
SET       6.200        97.65
SET       6.300        97.88
SET       6.400        98.07
SET       6.500        98.26
SET       6.600        98.40
SET       6.700        98.55
SET       6.800        98.65
SET       6.900        98.75
SET       7.000        98.85
SET       7.100        98.94
SET       7.200        99.03
SET       7.300        99.11
SET       7.400        99.20
SET       7.500        99.26
SET       7.600        99.32
SET       7.700        99.38
SET       7.800        99.42
SET       7.900        99.45
SET       8.000        99.49
SET       8.100        99.51
SET       8.200        99.53
SET       8.300        99.56
SET       8.400        99.58
SET       8.500        99.59
SET       8.600        99.60
SET       8.700        99.63
SET       8.800        99.64
SET       8.900        99.66
SET       9.000        99.68
SET       9.100        99.69
SET       9.200        99.69
SET       9.300        99.70
SET       9.400        99.71
SET       9.500        99.71
SET       9.600        99.72
SET       9.700        99.72
SET       9.800        99.73
SET       9.900        99.74
SET      10.000        99.78
SET      11.000        99.79
SET      12.000        99.80
SET      13.000        99.81
SET      14.000        99.82
SET      15.000        99.84
SET      16.000        99.85
SET      17.000        99.86
SET      18.000        99.88
SET      19.000        99.89
SET      20.000        99.89
SET      34.000        99.91
SET      35.000        99.96
SET      36.000       100.00
SET      37.000       100.00
---
GET       0.160         0.00
GET       0.170         0.00
GET       0.230         0.00
GET       0.260         0.00
GET       0.270         0.00
GET       0.310         0.00
GET       0.320         0.00
GET       0.360         0.00
GET       0.390         0.00
GET       0.410         0.00
GET       0.430         0.00
GET       0.480         0.00
GET       0.520         0.00
GET       0.540         0.00
GET       0.560         0.00
GET       0.580         0.00
GET       0.590         0.00
GET       0.600         0.00
GET       0.620         0.00
GET       0.630         0.00
GET       0.650         0.01
GET       0.670         0.01
GET       0.680         0.01
GET       0.690         0.01
GET       0.700         0.01
GET       0.730         0.01
GET       0.740         0.01
GET       0.750         0.01
GET       0.760         0.01
GET       0.770         0.01
GET       0.780         0.01
GET       0.800         0.01
GET       0.810         0.01
GET       0.820         0.01
GET       0.830         0.01
GET       0.840         0.01
GET       0.850         0.01
GET       0.880         0.01
GET       0.910         0.01
GET       0.920         0.01
GET       0.940         0.01
GET       0.950         0.01
GET       0.960         0.01
GET       0.970         0.01
GET       1.000         0.01
GET       1.100         0.02
GET       1.200         0.03
GET       1.300         0.04
GET       1.400         0.08
GET       1.500         0.14
GET       1.600         0.24
GET       1.700         0.40
GET       1.800         0.61
GET       1.900         0.96
GET       2.000         1.53
GET       2.100         2.41
GET       2.200         3.85
GET       2.300         6.04
GET       2.400         9.00
GET       2.500        12.79
GET       2.600        17.24
GET       2.700        22.17
GET       2.800        27.38
GET       2.900        32.62
GET       3.000        37.88
GET       3.100        42.98
GET       3.200        47.88
GET       3.300        52.56
GET       3.400        56.92
GET       3.500        60.99
GET       3.600        64.74
GET       3.700        68.23
GET       3.800        71.51
GET       3.900        74.51
GET       4.000        77.26
GET       4.100        79.74
GET       4.200        82.02
GET       4.300        84.04
GET       4.400        85.88
GET       4.500        87.49
GET       4.600        88.93
GET       4.700        90.21
GET       4.800        91.31
GET       4.900        92.33
GET       5.000        93.22
GET       5.100        94.02
GET       5.200        94.73
GET       5.300        95.37
GET       5.400        95.93
GET       5.500        96.39
GET       5.600        96.81
GET       5.700        97.17
GET       5.800        97.50
GET       5.900        97.78
GET       6.000        98.03
GET       6.100        98.24
GET       6.200        98.42
GET       6.300        98.58
GET       6.400        98.72
GET       6.500        98.84
GET       6.600        98.95
GET       6.700        99.06
GET       6.800        99.14
GET       6.900        99.23
GET       7.000        99.30
GET       7.100        99.37
GET       7.200        99.43
GET       7.300        99.48
GET       7.400        99.52
GET       7.500        99.56
GET       7.600        99.60
GET       7.700        99.62
GET       7.800        99.65
GET       7.900        99.68
GET       8.000        99.70
GET       8.100        99.72
GET       8.200        99.73
GET       8.300        99.75
GET       8.400        99.76
GET       8.500        99.78
GET       8.600        99.79
GET       8.700        99.80
GET       8.800        99.81
GET       8.900        99.82
GET       9.000        99.83
GET       9.100        99.83
GET       9.200        99.84
GET       9.300        99.85
GET       9.400        99.85
GET       9.500        99.86
GET       9.600        99.87
GET       9.700        99.87
GET       9.800        99.88
GET       9.900        99.88
GET      10.000        99.90
GET      11.000        99.92
GET      12.000        99.93
GET      13.000        99.93
GET      14.000        99.94
GET      15.000        99.96
GET      16.000        99.96
GET      17.000        99.97
GET      18.000        99.98
GET      19.000        99.99
GET      20.000       100.00
GET      21.000       100.00
GET      23.000       100.00
GET      24.000       100.00
---


WORST RUN RESULTS
=========================================================================
Type         Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec 
-------------------------------------------------------------------------
Sets         1665.35          ---          ---      4.63700       159.38 
Gets        16635.16     16635.16         0.00      4.34000      1559.55 
Waits           0.00          ---          ---      0.00000          --- 
Totals      18300.50     16635.16         0.00      4.36700      1718.92 


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       0.880         0.00
SET       0.890         0.00
SET       0.950         0.00
SET       1.000         0.01
SET       1.200         0.01
SET       1.400         0.01
SET       1.500         0.02
SET       1.600         0.02
SET       1.700         0.02
SET       1.800         0.03
SET       1.900         0.05
SET       2.000         0.07
SET       2.100         0.12
SET       2.200         0.30
SET       2.300         0.69
SET       2.400         1.50
SET       2.500         3.03
SET       2.600         5.59
SET       2.700         9.35
SET       2.800        14.43
SET       2.900        20.11
SET       3.000        26.40
SET       3.100        32.74
SET       3.200        39.08
SET       3.300        44.95
SET       3.400        50.49
SET       3.500        55.54
SET       3.600        59.99
SET       3.700        64.11
SET       3.800        67.80
SET       3.900        70.99
SET       4.000        73.90
SET       4.100        76.42
SET       4.200        78.53
SET       4.300        80.48
SET       4.400        82.13
SET       4.500        83.46
SET       4.600        84.71
SET       4.700        85.76
SET       4.800        86.65
SET       4.900        87.40
SET       5.000        87.99
SET       5.100        88.54
SET       5.200        88.95
SET       5.300        89.33
SET       5.400        89.70
SET       5.500        89.99
SET       5.600        90.27
SET       5.700        90.49
SET       5.800        90.73
SET       5.900        90.92
SET       6.000        91.16
SET       6.100        91.41
SET       6.200        91.62
SET       6.300        91.81
SET       6.400        91.97
SET       6.500        92.12
SET       6.600        92.26
SET       6.700        92.39
SET       6.800        92.53
SET       6.900        92.66
SET       7.000        92.80
SET       7.100        92.96
SET       7.200        93.12
SET       7.300        93.28
SET       7.400        93.41
SET       7.500        93.55
SET       7.600        93.69
SET       7.700        93.81
SET       7.800        93.95
SET       7.900        94.09
SET       8.000        94.22
SET       8.100        94.40
SET       8.200        94.51
SET       8.300        94.62
SET       8.400        94.72
SET       8.500        94.83
SET       8.600        94.94
SET       8.700        95.03
SET       8.800        95.13
SET       8.900        95.21
SET       9.000        95.31
SET       9.100        95.39
SET       9.200        95.44
SET       9.300        95.51
SET       9.400        95.58
SET       9.500        95.65
SET       9.600        95.72
SET       9.700        95.77
SET       9.800        95.82
SET       9.900        95.88
SET      10.000        96.25
SET      11.000        96.88
SET      12.000        97.23
SET      13.000        97.56
SET      14.000        97.84
SET      15.000        98.03
SET      16.000        98.11
SET      17.000        98.23
SET      18.000        98.29
SET      19.000        98.43
SET      20.000        98.53
SET      21.000        98.60
SET      22.000        98.65
SET      23.000        98.72
SET      24.000        98.77
SET      25.000        98.79
SET      26.000        98.80
SET      27.000        98.81
SET      28.000        98.83
SET      29.000        98.85
SET      30.000        98.90
SET      31.000        98.91
SET      32.000        98.94
SET      33.000        98.95
SET      34.000        98.97
SET      35.000        98.98
SET      37.000        98.99
SET      38.000        99.00
SET      39.000        99.03
SET      40.000        99.04
SET      41.000        99.06
SET      42.000        99.09
